arrival_time,priority_level,cpu_utilization,memory_utilization,num_threads,process_status,target_schedule,combined_load_score
58.3645,2,0.0,0.02,3,3,1,40.01
58.3689,0,0.0,1.69,28,3,2,0.845
58.3741,3,0.0,1.03,22,3,1,60.515
58.3783,2,0.0,0.31,25,3,1,40.155
58.3831,2,0.0,0.16,6,3,1,40.08
58.3887,0,0.0,1.92,34,3,2,0.96
58.3929,2,0.0,0.04,1,3,1,40.02
58.3972,2,0.0,0.1,15,3,1,40.05
58.4016,2,0.0,0.18,10,3,1,40.09
58.4067,2,0.0,0.08,11,3,1,40.04
58.4112,2,0.0,0.13,8,3,1,40.065
58.4155,2,0.0,0.66,49,3,1,40.33
58.4236,2,0.0,0.13,8,3,1,40.065
58.434,2,0.0,0.54,13,3,1,40.27
58.4429,2,0.0,0.52,30,3,1,40.26
59.4576,2,0.0,0.78,47,3,1,40.39
59.4663,2,0.0,0.99,17,3,1,40.495
59.4714,2,0.0,0.04,3,3,1,40.02
59.4765,2,0.9,1.9,21,3,1,42.03
59.4801,2,0.0,0.02,3,3,1,40.01
59.4856,3,0.0,0.14,6,3,1,60.07
59.4907,2,0.0,0.81,10,3,1,40.405
59.4949,2,0.0,0.09,3,3,1,40.045
59.4994,2,0.0,0.01,2,3,1,40.005
59.5044,4,0.0,0.42,18,3,0,80.21
59.509,2,0.0,0.13,10,3,1,40.065
59.5128,2,0.0,0.14,8,3,1,40.07
59.5179,2,0.0,0.01,2,3,1,40.005
59.5223,2,0.0,3.78,79,3,1,41.89
59.5285,2,0.0,0.22,23,3,1,40.11
59.5334,2,0.0,0.24,12,3,1,40.12
59.5383,2,0.0,0.05,6,3,1,40.025
59.5436,2,0.0,0.03,1,3,1,40.015
59.5482,0,0.0,0.09,28,3,2,0.045
59.5551,2,0.0,0.01,2,3,1,40.005
59.5619,1,0.0,0.09,16,3,2,20.045
59.5676,2,0.0,0.09,9,3,1,40.045
59.5746,2,0.0,0.05,9,3,1,40.025
59.5806,2,0.0,0.03,2,3,1,40.015
59.5875,2,0.0,0.3,5,3,1,40.15
59.5931,3,0.0,0.09,21,3,1,60.045
59.5988,2,42.9,2.0,33,3,1,92.47999999999999
59.606,2,0.0,0.34,24,3,1,40.17
59.6128,2,0.0,0.21,8,3,1,40.105
59.6182,2,0.0,0.03,2,3,1,40.015
59.6236,2,0.0,0.63,60,3,1,40.315
59.629,2,0.0,0.04,4,3,1,40.02
59.6334,2,0.0,0.73,31,1,1,40.365
59.6392,0,0.0,0.32,29,3,2,0.16
59.6443,2,0.0,0.26,31,3,1,40.13
59.6495,2,0.0,0.38,11,3,1,40.19
59.6558,2,0.0,0.0,38,1,1,40.0
59.6601,2,0.0,0.01,17,3,1,40.005
59.6646,2,0.0,0.13,11,3,1,40.065
59.6699,2,0.0,0.3,5,3,1,40.15
59.6755,2,0.0,0.44,48,3,1,40.22
59.6809,2,0.0,0.05,9,3,1,40.025
59.6853,2,0.0,0.08,11,3,1,40.04
59.6909,2,0.0,0.07,24,3,1,40.035
59.697,2,0.0,0.11,7,3,1,40.055
59.7027,2,0.0,0.19,2,3,1,40.095
59.7083,2,0.0,0.06,8,3,1,40.03
59.7141,2,0.0,0.01,17,3,1,40.005
59.7203,2,0.0,0.04,3,3,1,40.02
59.7273,0,0.0,1.41,29,3,2,0.705
59.7333,2,0.0,0.04,4,3,1,40.02
59.7392,0,0.0,0.16,29,3,2,0.08
59.7446,2,0.0,0.41,35,3,1,40.205
59.7484,2,0.0,0.01,2,3,1,40.005
59.7548,2,0.0,0.06,9,1,1,40.03
59.7603,2,0.0,0.32,20,3,1,40.16
59.7649,2,0.0,0.19,16,3,1,40.095
59.7712,2,0.0,0.08,3,3,1,40.04
59.7762,4,0.0,0.2,15,3,0,80.1
59.7806,2,0.0,0.22,6,3,1,40.11
59.7852,2,0.0,0.07,3,3,1,40.035
59.791,2,0.0,0.95,16,1,1,40.475
59.795,2,0.0,1.13,46,3,1,40.565
59.7995,2,0.0,2.5,27,3,1,41.25
59.8063,2,0.0,0.19,7,3,1,40.095
59.8108,2,0.0,0.03,4,3,1,40.015
59.8148,0,0.0,0.08,14,3,2,0.04
59.8216,2,0.0,0.07,8,3,1,40.035
59.8267,2,0.0,0.17,30,3,1,40.085
59.8335,4,0.0,0.07,3,3,0,80.035
59.8385,2,0.0,0.03,3,3,1,40.015
59.844,2,0.0,0.3,11,3,1,40.15
59.8487,0,0.0,0.12,44,3,2,0.06
59.8543,2,0.0,0.14,11,3,1,40.07
59.8596,2,0.0,0.11,8,3,1,40.055
59.8652,2,0.0,0.2,26,3,1,40.1
59.8707,2,0.0,0.87,17,1,1,40.435
59.8757,2,0.0,0.04,5,3,1,40.02
59.8809,2,0.0,0.2,8,3,1,40.1
59.8862,2,0.0,0.79,26,3,1,40.395
59.8918,2,0.0,0.03,2,3,1,40.015
59.8972,3,0.0,0.21,24,3,1,60.105
59.9018,2,0.0,0.05,9,3,1,40.025
59.9068,0,0.0,0.06,28,3,2,0.03
59.9121,0,0.0,1.11,27,3,2,0.555
59.9174,2,0.0,0.08,5,3,1,40.04
59.9227,2,0.0,0.03,19,3,1,40.015
59.9282,2,0.0,0.11,10,3,1,40.055
59.9333,2,0.0,0.19,10,3,1,40.095
59.9389,2,0.0,0.43,5,3,1,40.215
59.9434,3,0.0,0.16,21,3,1,60.08
59.9472,2,0.0,0.3,14,3,1,40.15
59.9518,2,0.0,0.27,8,3,1,40.135
59.9558,2,0.0,0.05,2,3,1,40.025
59.9614,2,0.0,0.11,11,3,1,40.055
59.9657,2,0.0,0.03,20,3,1,40.015
59.971,2,0.0,0.15,53,3,1,40.075
59.9762,2,0.0,1.32,40,3,1,40.66
59.9808,2,35.4,3.74,29,3,1,84.35
59.9845,2,0.0,0.07,8,3,1,40.035
59.989,2,0.0,0.19,10,3,1,40.095
59.9932,2,0.0,0.24,10,3,1,40.12
59.9968,2,0.0,0.38,7,3,1,40.19
60.0018,2,0.0,0.65,10,3,1,40.325
60.0071,2,0.0,0.12,8,3,1,40.06
60.0113,3,0.0,0.73,22,3,1,60.365
60.015,2,0.0,3.12,11,3,1,41.56
60.0208,3,7.3,1.37,19,3,1,69.44500000000001
60.0259,2,0.0,0.09,6,3,1,40.045
60.0303,2,0.0,0.11,6,3,1,40.055
60.0361,2,0.0,0.12,6,3,1,40.06
60.0416,2,0.0,0.3,11,3,1,40.15
60.0472,0,0.0,0.13,29,3,2,0.065
60.0519,2,0.0,1.69,13,3,1,40.845
60.0572,2,0.0,2.06,46,3,1,41.03
60.0623,2,0.0,0.0,10,3,1,40.0
60.0657,2,0.0,0.22,2,3,1,40.11
60.0717,2,97.3,0.43,23,3,0,156.975
60.076,2,0.0,0.1,8,3,1,40.05
60.0805,0,0.0,0.66,28,3,2,0.33
60.0871,2,0.0,0.52,17,3,1,40.26
60.0926,2,0.0,0.05,8,3,1,40.025
60.0992,2,0.0,0.02,3,3,1,40.01
60.1036,0,0.0,1.69,28,3,2,0.845
60.1095,3,0.0,1.03,22,3,1,60.515
60.1144,2,0.0,0.31,25,3,1,40.155
60.1192,2,0.0,0.16,6,3,1,40.08
60.1245,0,0.0,1.92,34,3,2,0.96
60.1291,2,0.0,0.04,1,3,1,40.02
60.134,2,0.0,0.1,15,3,1,40.05
60.1384,2,0.0,0.18,10,3,1,40.09
60.1433,2,0.0,0.08,11,3,1,40.04
60.1468,2,0.0,0.13,8,3,1,40.065
60.1517,2,0.0,0.67,49,3,1,40.335
60.1573,2,0.0,0.13,8,3,1,40.065
60.162,2,0.0,0.54,13,3,1,40.27
60.1666,2,0.0,0.52,30,3,1,40.26
61.1743,2,0.0,0.78,47,3,1,40.39
61.1833,2,0.0,0.99,17,3,1,40.495
61.1908,2,0.0,0.04,3,3,1,40.02
61.2,2,2.7,1.9,21,3,1,44.190000000000005
61.2063,2,0.0,0.02,3,3,1,40.01
61.2171,3,0.0,0.14,6,3,1,60.07
61.2252,2,0.0,0.81,10,3,1,40.405
61.2356,2,0.0,0.09,3,3,1,40.045
61.2453,2,0.0,0.01,2,3,1,40.005
61.2527,4,0.0,0.42,18,3,0,80.21
61.2587,2,0.0,0.13,10,3,1,40.065
61.2631,2,0.0,0.14,8,3,1,40.07
61.2672,2,0.0,0.01,2,3,1,40.005
61.2737,2,0.0,3.78,79,3,1,41.89
61.2781,2,0.0,0.22,23,3,1,40.11
61.2839,2,0.0,0.24,12,3,1,40.12
61.2888,2,0.0,0.05,6,3,1,40.025
61.2945,2,0.0,0.03,1,3,1,40.015
61.2998,0,0.0,0.09,28,3,2,0.045
61.3057,2,0.0,0.01,2,3,1,40.005
61.3099,1,0.0,0.09,16,3,2,20.045
61.3151,2,0.0,0.09,9,3,1,40.045
61.3201,2,0.0,0.05,9,3,1,40.025
61.3254,2,0.0,0.03,2,3,1,40.015
61.3297,2,0.0,0.3,5,3,1,40.15
61.3344,3,0.0,0.09,21,3,1,60.045
61.3394,2,42.4,2.0,33,3,1,91.88
61.3453,2,0.0,0.34,24,3,1,40.17
61.3521,2,0.0,0.21,8,3,1,40.105
61.3641,2,0.0,0.03,2,3,1,40.015
61.3722,2,0.0,0.63,60,3,1,40.315
61.3834,2,0.0,0.04,4,3,1,40.02
61.3879,2,0.0,0.73,31,1,1,40.365
61.3932,0,0.0,0.32,29,3,2,0.16
61.397,2,0.0,0.26,31,3,1,40.13
61.4005,2,0.0,0.38,11,3,1,40.19
61.4048,2,0.0,0.0,38,1,1,40.0
61.4099,2,0.0,0.01,17,3,1,40.005
61.4138,2,0.0,0.13,11,3,1,40.065
61.418,2,0.0,0.3,5,3,1,40.15
61.4231,2,0.0,0.44,48,3,1,40.22
61.4271,2,0.0,0.05,9,3,1,40.025
61.4309,2,0.0,0.08,11,3,1,40.04
61.4358,2,0.0,0.07,24,3,1,40.035
61.4396,2,0.0,0.11,7,3,1,40.055
61.4437,2,0.0,0.19,2,3,1,40.095
61.4484,2,0.0,0.06,8,3,1,40.03
61.4536,2,0.0,0.01,17,3,1,40.005
61.4581,2,0.0,0.04,3,3,1,40.02
61.4621,0,0.0,1.41,29,3,2,0.705
61.4672,2,0.0,0.04,4,3,1,40.02
61.4721,0,0.0,0.16,29,3,2,0.08
61.4763,2,0.0,0.41,35,3,1,40.205
61.4809,2,0.0,0.01,2,3,1,40.005
61.4854,2,0.0,0.06,9,1,1,40.03
61.4909,2,0.0,0.32,20,3,1,40.16
61.4951,2,0.0,0.19,16,3,1,40.095
61.5003,2,0.0,0.08,3,3,1,40.04
61.5151,4,0.0,0.2,15,3,0,80.1
61.5204,2,0.0,0.22,6,3,1,40.11
61.5258,2,0.0,0.07,3,3,1,40.035
61.5303,2,0.0,0.95,16,1,1,40.475
61.5361,2,0.0,1.13,46,3,1,40.565
61.5416,2,0.0,2.5,27,3,1,41.25
61.5489,2,0.0,0.19,7,3,1,40.095
61.5558,2,0.0,0.03,4,3,1,40.015
61.561,0,0.0,0.08,14,3,2,0.04
61.5652,2,0.0,0.07,8,3,1,40.035
61.5706,2,0.0,0.17,30,3,1,40.085
61.5745,4,0.0,0.07,3,3,0,80.035
61.5787,2,0.0,0.03,3,3,1,40.015
61.584,2,0.0,0.3,11,3,1,40.15
61.5884,0,0.0,0.12,44,3,2,0.06
61.5928,2,0.0,0.14,11,3,1,40.07
61.597,2,0.0,0.11,8,3,1,40.055
61.6014,2,0.0,0.19,26,3,1,40.095
61.606,2,0.0,0.87,17,1,1,40.435
61.6103,2,0.0,0.04,5,3,1,40.02
61.6153,2,0.0,0.2,8,3,1,40.1
61.6207,2,0.0,0.79,26,3,1,40.395
61.6249,2,0.0,0.03,2,3,1,40.015
61.6295,3,0.0,0.21,24,3,1,60.105
61.6356,2,0.0,0.05,9,3,1,40.025
61.6399,0,0.0,0.06,28,3,2,0.03
61.6441,0,0.0,1.11,27,3,2,0.555
61.6482,2,0.0,0.08,5,3,1,40.04
61.6538,2,0.0,0.03,19,3,1,40.015
61.6587,2,0.0,0.11,10,3,1,40.055
61.6634,2,0.0,0.19,10,3,1,40.095
61.6689,2,0.0,0.43,5,3,1,40.215
61.674,3,0.0,0.16,21,3,1,60.08
61.6786,2,0.0,0.3,14,3,1,40.15
61.6829,2,0.0,0.27,8,3,1,40.135
61.6887,2,0.0,0.05,2,3,1,40.025
61.6953,2,0.0,0.11,11,3,1,40.055
61.7027,2,0.0,0.03,20,3,1,40.015
61.7094,2,0.0,0.15,53,3,1,40.075
61.7148,2,0.0,1.32,40,3,1,40.66
61.7205,2,29.5,3.69,29,3,1,77.245
61.7251,2,0.0,0.07,8,3,1,40.035
61.7292,2,0.0,0.19,10,3,1,40.095
61.7347,2,0.0,0.24,10,3,1,40.12
61.74,2,0.0,0.38,7,3,1,40.19
61.7444,2,0.0,0.65,10,3,1,40.325
61.7483,2,0.0,0.12,8,3,1,40.06
61.7533,3,0.0,0.73,22,3,1,60.365
61.7578,2,0.0,3.12,11,3,1,41.56
61.7632,3,12.5,1.37,19,3,1,75.685
61.7685,2,0.0,0.09,6,3,1,40.045
61.7752,2,0.0,0.11,6,3,1,40.055
61.7798,2,0.0,0.12,6,3,1,40.06
61.7855,2,0.0,0.3,11,3,1,40.15
61.7908,0,0.0,0.13,29,3,2,0.065
61.796,2,0.0,1.69,13,3,1,40.845
61.8014,2,0.0,2.06,46,3,1,41.03
61.8079,2,0.0,0.0,10,3,1,40.0
61.813,2,0.0,0.22,2,3,1,40.11
61.8184,2,97.3,0.43,23,3,0,156.975
61.8244,2,0.0,0.1,8,3,1,40.05
61.8303,0,0.0,0.66,28,3,2,0.33
61.838,2,0.0,0.52,17,3,1,40.26
61.8434,2,0.0,0.05,8,3,1,40.025
61.8483,2,0.0,0.02,3,3,1,40.01
61.8531,0,0.0,1.69,28,3,2,0.845
61.8576,3,0.0,1.03,22,3,1,60.515
61.8629,2,0.0,0.31,25,3,1,40.155
61.8682,2,0.0,0.16,6,3,1,40.08
61.8761,0,0.0,1.92,34,3,2,0.96
61.8806,2,0.0,0.04,1,3,1,40.02
61.8864,2,0.0,0.1,15,3,1,40.05
61.8926,2,0.0,0.18,10,3,1,40.09
61.8972,2,0.0,0.08,11,3,1,40.04
61.9042,2,0.0,0.13,8,3,1,40.065
61.9098,2,0.0,0.67,49,3,1,40.335
61.9188,2,0.0,0.13,8,3,1,40.065
61.9275,2,0.0,0.54,13,3,1,40.27
61.9338,2,0.0,0.52,30,3,1,40.26
62.9543,2,0.0,0.78,47,3,1,40.39
62.9635,2,0.0,0.99,17,3,1,40.495
62.9708,2,0.0,0.04,3,3,1,40.02
62.9785,2,0.9,1.9,21,3,1,42.03
62.9864,2,0.0,0.02,3,3,1,40.01
62.9957,3,0.0,0.14,6,3,1,60.07
63.0041,2,0.0,0.81,10,3,1,40.405
63.0136,2,0.0,0.09,3,3,1,40.045
63.0202,2,0.0,0.01,2,3,1,40.005
63.0243,4,0.0,0.42,18,3,0,80.21
63.0289,2,0.0,0.13,10,3,1,40.065
63.0351,2,0.0,0.14,8,3,1,40.07
63.0399,2,0.0,0.01,2,3,1,40.005
63.0445,2,0.0,3.78,79,3,1,41.89
63.0484,2,0.0,0.22,23,3,1,40.11
63.0535,2,0.0,0.24,12,3,1,40.12
63.0578,2,0.0,0.05,6,3,1,40.025
63.0621,2,0.0,0.03,1,3,1,40.015
63.0669,0,0.0,0.09,28,3,2,0.045
63.0719,2,0.0,0.01,2,3,1,40.005
63.0776,1,0.0,0.09,16,3,2,20.045
63.0821,2,0.0,0.09,9,3,1,40.045
63.0877,2,0.0,0.05,9,3,1,40.025
63.0923,2,0.0,0.03,2,3,1,40.015
63.0958,2,0.0,0.3,5,3,1,40.15
63.1021,3,0.0,0.09,21,3,1,60.045
63.1066,2,39.5,2.0,33,3,1,88.4
63.1101,2,0.0,0.34,24,3,1,40.17
63.1149,2,0.0,0.21,8,3,1,40.105
63.12,2,0.0,0.03,2,3,1,40.015
63.125,2,0.0,0.63,60,3,1,40.315
63.1301,2,0.0,0.05,5,3,1,40.025
63.1346,2,0.0,0.73,31,1,1,40.365
63.14,0,0.0,0.32,29,3,2,0.16
63.1436,2,0.0,0.26,31,3,1,40.13
63.1473,2,0.0,0.38,11,3,1,40.19
63.153,2,0.0,0.0,38,1,1,40.0
63.1575,2,0.0,0.01,17,3,1,40.005
63.1612,2,0.0,0.13,11,3,1,40.065
63.165,2,0.0,0.3,5,3,1,40.15
63.1714,2,0.0,0.44,48,3,1,40.22
63.1765,2,0.0,0.05,9,3,1,40.025
63.1809,2,0.0,0.08,11,3,1,40.04
63.1854,2,0.0,0.07,24,3,1,40.035
63.1908,2,0.0,0.11,7,3,1,40.055
63.1948,2,0.0,0.19,2,3,1,40.095
63.1981,2,0.0,0.06,8,3,1,40.03
63.2033,2,0.0,0.01,17,3,1,40.005
63.2069,2,0.0,0.04,3,3,1,40.02
63.2117,0,0.0,1.41,29,3,2,0.705
63.2163,2,0.0,0.04,4,3,1,40.02
63.2221,0,0.0,0.16,29,3,2,0.08
63.2267,2,0.0,0.41,35,3,1,40.205
63.2314,2,0.0,0.01,2,3,1,40.005
63.2367,2,0.0,0.06,9,1,1,40.03
63.2405,2,0.0,0.32,20,3,1,40.16
63.2449,2,0.0,0.19,16,3,1,40.095
63.2484,2,0.0,0.08,3,3,1,40.04
63.2545,4,0.0,0.2,15,3,0,80.1
63.2585,2,0.0,0.22,6,3,1,40.11
63.2633,2,0.0,0.07,3,3,1,40.035
63.2687,2,0.0,0.95,16,1,1,40.475
63.2737,2,0.0,1.13,46,3,1,40.565
63.2778,2,0.0,2.5,27,3,1,41.25
63.2826,2,0.0,0.19,7,3,1,40.095
63.2882,2,0.0,0.03,4,3,1,40.015
63.2924,0,0.0,0.08,14,3,2,0.04
63.2955,2,0.0,0.07,8,3,1,40.035
63.3008,2,0.0,0.17,30,3,1,40.085
63.3048,4,0.0,0.07,3,3,0,80.035
63.3088,2,0.0,0.03,3,3,1,40.015
63.3135,2,0.0,0.3,11,3,1,40.15
63.3188,0,0.0,0.12,44,3,2,0.06
63.3234,2,0.0,0.14,11,3,1,40.07
63.3284,2,0.0,0.11,8,3,1,40.055
63.3324,2,0.0,0.19,26,3,1,40.095
63.3372,2,0.0,0.87,17,1,1,40.435
63.3415,2,0.0,0.04,5,3,1,40.02
63.3469,2,0.0,0.2,8,3,1,40.1
63.3511,2,0.0,0.79,26,3,1,40.395
63.3564,2,0.0,0.03,2,3,1,40.015
63.3615,3,0.0,0.21,24,3,1,60.105
63.3665,2,0.0,0.05,9,3,1,40.025
63.3708,0,0.0,0.06,28,3,2,0.03
63.3759,0,0.0,1.11,27,3,2,0.555
63.3833,2,0.0,0.08,5,3,1,40.04
63.3888,2,0.0,0.03,19,3,1,40.015
63.3949,2,0.0,0.11,10,3,1,40.055
63.4059,2,0.0,0.19,10,3,1,40.095
63.4141,2,0.0,0.43,5,3,1,40.215
63.4256,3,0.0,0.16,21,3,1,60.08
63.4322,2,0.0,0.3,14,3,1,40.15
63.4376,2,0.0,0.27,8,3,1,40.135
63.4448,2,0.0,0.05,2,3,1,40.025
63.4509,2,0.0,0.11,11,3,1,40.055
63.4607,2,0.0,0.03,20,3,1,40.015
63.4723,2,0.0,0.15,53,3,1,40.075
63.4782,2,0.9,1.33,40,3,1,41.745
63.4843,2,13.3,3.69,29,3,1,57.805
63.4905,2,0.0,0.07,8,3,1,40.035
63.4959,2,0.0,0.19,10,3,1,40.095
63.5015,2,0.0,0.24,10,3,1,40.12
63.506,2,0.0,0.38,7,3,1,40.19
63.5111,2,0.0,0.65,10,3,1,40.325
63.5196,2,0.0,0.12,8,3,1,40.06
63.5313,3,0.0,0.73,22,3,1,60.365
63.5429,2,0.0,3.12,11,3,1,41.56
63.557,3,13.2,1.37,19,3,1,76.525
63.5645,2,0.0,0.09,6,3,1,40.045
63.57,2,0.0,0.11,6,3,1,40.055
63.5749,2,0.0,0.12,6,3,1,40.06
63.5799,2,0.0,0.3,11,3,1,40.15
63.5858,0,0.0,0.13,29,3,2,0.065
63.5906,2,0.0,1.69,13,3,1,40.845
63.5957,2,0.0,2.06,46,3,1,41.03
63.6013,2,0.0,0.0,10,3,1,40.0
63.6067,2,0.0,0.22,2,3,1,40.11
63.6093,2,95.6,0.43,23,3,0,154.93499999999997
63.6147,2,0.0,0.1,8,3,1,40.05
63.6199,0,0.0,0.66,28,3,2,0.33
63.6249,2,0.0,0.52,17,3,1,40.26
63.6298,2,0.0,0.05,8,3,1,40.025
63.6344,2,0.0,0.02,3,3,1,40.01
63.6392,0,0.0,1.69,28,3,2,0.845
63.6445,3,0.0,1.03,22,3,1,60.515
63.6492,2,0.0,0.31,25,3,1,40.155
63.6541,2,0.0,0.16,6,3,1,40.08
63.6583,0,0.0,1.92,34,3,2,0.96
63.6627,2,0.0,0.04,1,3,1,40.02
63.6686,2,0.0,0.1,15,3,1,40.05
63.6738,2,0.0,0.18,10,3,1,40.09
63.6788,2,0.0,0.08,11,3,1,40.04
63.6834,2,0.0,0.13,8,3,1,40.065
63.689,2,0.9,0.67,49,3,1,41.415
63.6933,2,0.0,0.13,8,3,1,40.065
63.6969,2,0.0,0.54,13,3,1,40.27
63.702,2,0.0,0.52,30,3,1,40.26
64.7175,2,0.0,0.78,47,3,1,40.39
64.725,2,0.0,0.99,17,3,1,40.495
64.7322,2,0.0,0.04,3,3,1,40.02
64.741,2,4.4,1.9,21,3,1,46.230000000000004
64.7499,2,0.0,0.02,3,3,1,40.01
64.7593,3,0.0,0.14,6,3,1,60.07
64.7694,2,0.0,0.81,9,3,1,40.405
64.776,2,0.0,0.09,3,3,1,40.045
64.7827,2,0.0,0.01,2,3,1,40.005
64.7887,4,0.0,0.42,18,3,0,80.21
64.7943,2,0.0,0.13,10,3,1,40.065
64.7986,2,0.0,0.14,8,3,1,40.07
64.804,2,0.0,0.01,2,3,1,40.005
64.8095,2,0.0,3.78,79,3,1,41.89
64.8138,2,0.0,0.22,23,3,1,40.11
64.8195,2,0.0,0.24,12,3,1,40.12
64.8239,2,0.0,0.05,6,3,1,40.025
64.8282,2,0.0,0.03,1,3,1,40.015
64.8324,0,0.0,0.09,28,3,2,0.045
64.838,2,0.0,0.01,2,3,1,40.005
64.8424,1,0.0,0.09,16,3,2,20.045
64.8474,2,0.0,0.09,9,3,1,40.045
64.8517,2,0.0,0.05,9,3,1,40.025
64.8574,2,0.0,0.03,2,3,1,40.015
64.8621,2,0.0,0.3,5,3,1,40.15
64.8663,3,0.0,0.09,21,3,1,60.045
64.8713,2,42.9,2.0,33,3,1,92.47999999999999
64.8758,2,0.0,0.34,24,3,1,40.17
64.8805,2,0.0,0.21,8,3,1,40.105
64.8853,2,0.0,0.03,2,3,1,40.015
64.8906,2,0.0,0.63,60,3,1,40.315
64.8938,2,0.0,0.05,5,3,1,40.025
64.898,2,0.0,0.73,31,1,1,40.365
64.9038,0,0.0,0.32,29,3,2,0.16
64.9088,2,0.0,0.26,31,3,1,40.13
64.9127,2,0.0,0.38,11,3,1,40.19
64.9179,2,0.0,0.0,38,1,1,40.0
64.9244,2,0.0,0.01,17,3,1,40.005
64.9301,2,0.0,0.13,11,3,1,40.065
64.9352,2,0.0,0.3,5,3,1,40.15
64.9406,2,0.0,0.44,48,3,1,40.22
64.9439,2,0.0,0.05,9,3,1,40.025
64.948,2,0.0,0.08,11,3,1,40.04
64.9546,2,0.0,0.07,24,3,1,40.035
64.9592,2,0.0,0.11,7,3,1,40.055
64.9639,2,0.0,0.19,2,3,1,40.095
64.9703,2,0.0,0.06,8,3,1,40.03
64.9754,2,0.0,0.01,17,3,1,40.005
64.9807,2,0.0,0.04,3,3,1,40.02
64.9862,0,0.0,1.41,29,3,2,0.705
64.9904,2,0.0,0.04,4,3,1,40.02
64.9945,0,0.0,0.16,29,3,2,0.08
64.999,2,0.0,0.41,35,3,1,40.205
65.0049,2,0.0,0.01,2,3,1,40.005
65.0095,2,0.0,0.06,9,1,1,40.03
65.0144,2,0.0,0.32,20,3,1,40.16
65.0204,2,0.0,0.19,16,3,1,40.095
65.0248,2,0.0,0.08,3,3,1,40.04
65.0304,4,0.0,0.2,15,3,0,80.1
65.0354,2,0.0,0.22,6,3,1,40.11
65.0407,2,0.0,0.07,3,3,1,40.035
65.0448,2,0.0,0.95,16,1,1,40.475
65.0491,2,0.0,1.13,46,3,1,40.565
65.0549,2,0.0,2.5,27,3,1,41.25
65.0599,2,0.0,0.19,7,3,1,40.095
65.0641,2,0.0,0.03,4,3,1,40.015
65.0694,0,0.0,0.08,14,3,2,0.04
65.0736,2,0.0,0.07,8,3,1,40.035
65.0781,2,0.0,0.17,30,3,1,40.085
65.083,4,0.0,0.07,3,3,0,80.035
65.088,2,0.0,0.03,3,3,1,40.015
65.0925,2,0.0,0.3,12,3,1,40.15
65.097,0,0.0,0.12,44,3,2,0.06
65.1032,2,0.0,0.14,11,3,1,40.07
65.1077,2,0.0,0.11,8,3,1,40.055
65.1124,2,0.0,0.19,26,3,1,40.095
65.1181,2,0.0,0.87,17,1,1,40.435
65.1224,2,0.0,0.04,5,3,1,40.02
65.1274,2,0.0,0.2,8,3,1,40.1
65.1326,2,0.0,0.79,26,3,1,40.395
65.1376,2,0.0,0.03,2,3,1,40.015
65.1415,3,0.0,0.21,24,3,1,60.105
65.1457,2,0.0,0.05,9,3,1,40.025
65.1513,0,0.0,0.06,28,3,2,0.03
65.1559,0,0.0,1.11,27,3,2,0.555
65.1596,2,0.0,0.08,5,3,1,40.04
65.1647,2,0.0,0.03,19,3,1,40.015
65.1687,2,0.0,0.11,10,3,1,40.055
65.1739,2,0.0,0.19,10,3,1,40.095
65.1782,2,0.0,0.43,5,3,1,40.215
65.1832,3,0.0,0.16,21,3,1,60.08
65.188,2,0.0,0.3,14,3,1,40.15
65.1923,2,0.0,0.27,8,3,1,40.135
65.1976,2,0.0,0.05,2,3,1,40.025
65.2032,2,0.0,0.11,11,3,1,40.055
65.2073,2,0.0,0.03,20,3,1,40.015
65.212,2,0.0,0.15,53,3,1,40.075
65.2166,2,0.0,1.32,40,3,1,40.66
65.2218,2,33.3,3.68,29,3,1,81.8
65.227,2,0.0,0.07,8,3,1,40.035
65.2303,2,0.0,0.19,10,3,1,40.095
65.2361,2,0.0,0.24,10,3,1,40.12
65.2403,2,0.0,0.38,7,3,1,40.19
65.246,2,0.0,0.65,10,3,1,40.325
65.2513,2,0.0,0.12,8,3,1,40.06
65.2562,3,0.0,0.73,22,3,1,60.365
65.2604,2,0.0,3.12,11,3,1,41.56
65.2649,3,9.1,1.37,19,3,1,71.605
65.2701,2,0.0,0.09,6,3,1,40.045
65.2742,2,0.0,0.11,6,3,1,40.055
65.2785,2,0.0,0.12,6,3,1,40.06
65.2834,2,0.0,0.3,11,3,1,40.15
65.2886,0,0.0,0.13,29,3,2,0.065
65.2942,2,0.0,1.69,13,3,1,40.845
65.299,2,0.0,2.06,46,3,1,41.03
65.3037,2,0.0,0.0,10,3,1,40.0
65.3087,2,0.0,0.22,2,3,1,40.11
65.3129,2,98.2,0.43,23,3,0,158.055
65.3182,2,0.0,0.1,8,3,1,40.05
65.3226,0,0.0,0.66,28,3,2,0.33
65.3267,2,0.0,0.52,17,3,1,40.26
65.3314,2,0.0,0.05,8,3,1,40.025
65.3361,2,0.0,0.02,3,3,1,40.01
65.3415,0,0.0,1.69,28,3,2,0.845
65.346,3,0.0,1.03,22,3,1,60.515
65.3513,2,0.0,0.31,25,3,1,40.155
65.3574,2,0.0,0.16,6,3,1,40.08
65.3622,0,0.9,1.92,34,3,2,2.04
65.3658,2,0.0,0.04,1,3,1,40.02
65.371,2,0.0,0.1,15,3,1,40.05
65.3752,2,0.0,0.18,10,3,1,40.09
65.3792,2,0.0,0.08,11,3,1,40.04
65.384,2,0.0,0.13,8,3,1,40.065
