arrival_time,priority_level,cpu_utilization,memory_utilization,num_threads,process_status,target_schedule,combined_load_score
33.9132,2,0.0,3.12,11,3,1,41.56
33.9175,3,9.9,1.66,19,3,1,72.71
33.9227,2,0.0,0.09,6,3,1,40.045
33.9275,2,0.0,0.11,6,3,1,40.055
33.9328,2,0.0,0.12,6,3,1,40.06
33.9368,2,0.0,0.3,11,3,1,40.15
33.941,0,0.0,0.13,29,3,2,0.065
33.9463,2,0.0,1.69,13,3,1,40.845
33.951,2,0.0,2.06,45,3,1,41.03
33.9551,2,0.0,0.0,10,3,1,40.0
33.9592,2,0.0,0.22,2,3,1,40.11
33.9651,2,97.3,0.43,23,3,0,156.975
33.9692,2,0.0,0.1,8,3,1,40.05
33.9743,0,0.0,0.66,28,3,2,0.33
33.9802,2,0.0,0.52,17,3,1,40.26
33.9852,2,0.0,0.05,8,3,1,40.025
33.9893,2,0.0,0.02,3,3,1,40.01
33.9942,0,0.0,1.69,28,3,2,0.845
33.9987,3,0.0,1.03,22,3,1,60.515
34.003,2,0.0,0.31,25,3,1,40.155
34.0071,2,0.0,0.16,6,3,1,40.08
34.012,0,0.0,1.92,34,3,2,0.96
34.0171,2,0.0,0.04,1,3,1,40.02
34.0226,2,0.0,0.1,15,3,1,40.05
34.0283,2,0.0,0.18,10,3,1,40.09
34.0331,2,0.0,0.08,11,3,1,40.04
34.0382,2,0.0,0.13,8,3,1,40.065
34.0432,2,0.0,0.66,49,3,1,40.33
34.0481,2,0.0,0.13,8,3,1,40.065
34.0543,2,0.0,0.54,13,3,1,40.27
34.0591,2,0.0,0.52,30,3,1,40.26
35.0699,2,0.0,0.78,47,3,1,40.39
35.0767,2,0.0,0.99,17,3,1,40.495
35.085,2,0.0,0.04,3,3,1,40.02
35.0891,2,2.7,1.9,21,3,1,44.190000000000005
35.0956,2,0.0,0.02,3,3,1,40.01
35.1011,3,0.0,0.14,6,3,1,60.07
35.1066,2,0.0,0.81,13,3,1,40.405
35.1139,2,0.0,0.09,3,3,1,40.045
35.1202,2,0.0,0.01,2,3,1,40.005
35.1265,4,0.0,0.42,18,3,0,80.21
35.1329,2,0.0,0.13,10,3,1,40.065
35.1399,2,0.0,0.14,8,3,1,40.07
35.1455,2,0.0,0.01,2,3,1,40.005
35.1538,2,1.8,3.78,78,3,1,44.05
35.1601,2,0.0,0.22,23,3,1,40.11
35.1653,2,0.0,0.24,13,3,1,40.12
35.1722,2,0.0,0.05,6,3,1,40.025
35.1792,2,0.0,0.03,1,3,1,40.015
35.1855,0,0.0,0.09,28,3,2,0.045
35.1912,2,0.0,0.01,2,3,1,40.005
35.1961,1,0.0,0.09,16,3,2,20.045
35.202,2,0.0,0.09,9,3,1,40.045
35.2067,2,0.0,0.05,9,3,1,40.025
35.2123,2,0.0,0.03,2,3,1,40.015
35.2181,2,0.0,0.3,5,3,1,40.15
35.2224,3,0.0,0.09,21,3,1,60.045
35.2277,2,41.4,1.99,36,3,1,90.67500000000001
35.2322,2,0.0,0.34,24,3,1,40.17
35.2384,2,0.0,0.21,8,3,1,40.105
35.2456,2,0.0,0.03,2,3,1,40.015
35.2528,2,0.0,0.63,60,3,1,40.315
35.26,2,0.0,0.04,4,3,1,40.02
35.2671,2,0.0,0.73,31,1,1,40.365
35.2738,0,0.0,0.32,29,3,2,0.16
35.28,2,0.0,0.26,31,3,1,40.13
35.2844,2,0.0,0.38,11,3,1,40.19
35.2883,2,0.0,0.0,38,1,1,40.0
35.294,2,0.0,0.01,17,3,1,40.005
35.2983,2,0.0,0.13,11,3,1,40.065
35.3024,2,0.0,0.3,5,3,1,40.15
35.3067,2,0.0,0.44,48,3,1,40.22
35.3124,2,0.0,0.05,9,3,1,40.025
35.3177,2,0.0,0.08,11,3,1,40.04
35.3219,2,0.0,0.07,24,3,1,40.035
35.3265,2,0.0,0.11,7,3,1,40.055
35.3307,2,0.0,0.19,2,3,1,40.095
35.3358,2,0.0,0.06,8,3,1,40.03
35.34,2,0.0,0.01,17,3,1,40.005
35.3441,2,0.0,0.04,3,3,1,40.02
35.3496,0,0.9,1.41,29,3,2,1.7850000000000001
35.353,2,0.0,0.04,4,3,1,40.02
35.3573,0,0.0,0.16,29,3,2,0.08
35.3646,2,0.0,0.41,29,3,1,40.205
35.3756,2,0.0,0.01,2,3,1,40.005
35.3863,2,0.0,0.07,9,1,1,40.035
35.3968,2,0.0,0.32,20,3,1,40.16
35.4026,2,0.0,0.19,16,3,1,40.095
35.407,2,0.0,0.07,2,3,1,40.035
35.4122,4,0.0,0.2,15,3,0,80.1
35.4167,2,0.0,0.22,6,3,1,40.11
35.4202,2,0.0,0.07,3,3,1,40.035
35.4235,2,0.0,0.95,16,1,1,40.475
35.4298,2,0.0,1.13,46,3,1,40.565
35.4342,2,0.0,2.5,27,3,1,41.25
35.4378,2,0.0,0.19,7,3,1,40.095
35.4432,2,0.0,0.03,4,3,1,40.015
35.4482,0,0.0,0.08,14,3,2,0.04
35.4526,2,0.0,0.07,8,3,1,40.035
35.4566,2,0.0,0.17,30,3,1,40.085
35.4617,4,0.0,0.07,3,3,0,80.035
35.4663,2,0.0,0.03,3,3,1,40.015
35.4694,2,0.0,0.3,11,3,1,40.15
35.4753,0,0.0,0.12,44,3,2,0.06
35.4806,2,0.0,0.14,11,3,1,40.07
35.4854,2,0.0,0.11,8,3,1,40.055
35.4897,2,0.0,0.2,26,3,1,40.1
35.4956,2,0.0,0.87,17,1,1,40.435
35.4992,2,0.0,0.04,5,3,1,40.02
35.5053,2,0.0,0.2,8,3,1,40.1
35.5092,2,0.0,0.77,15,3,1,40.385
35.5148,2,0.0,0.03,2,3,1,40.015
35.5188,3,0.0,0.21,24,3,1,60.105
35.5247,2,0.0,0.05,9,3,1,40.025
35.53,0,0.0,0.06,28,3,2,0.03
35.5348,0,0.0,1.16,17,3,2,0.58
35.5401,2,0.0,0.08,5,3,1,40.04
35.5462,2,0.0,0.03,19,3,1,40.015
35.5528,2,0.0,0.11,10,3,1,40.055
35.5582,2,0.0,0.19,10,3,1,40.095
35.5625,2,0.0,0.44,5,3,1,40.22
35.5669,3,0.0,0.16,21,3,1,60.08
35.5716,2,0.0,0.3,13,3,1,40.15
35.5778,2,0.0,0.26,8,3,1,40.13
35.5849,2,0.0,0.05,2,3,1,40.025
35.5902,2,0.0,0.11,11,3,1,40.055
35.5952,2,0.0,0.02,19,3,1,40.01
35.599,2,0.0,0.15,53,3,1,40.075
35.6033,2,0.0,1.32,40,3,1,40.66
35.6074,2,29.7,3.67,29,3,1,77.475
35.6128,2,0.0,0.07,8,3,1,40.035
35.6179,2,0.0,0.19,10,3,1,40.095
35.6222,2,0.0,0.24,10,3,1,40.12
35.6277,2,0.0,0.38,7,3,1,40.19
35.6338,2,0.0,0.65,9,3,1,40.325
35.638,2,0.0,0.12,8,3,1,40.06
35.6421,3,0.0,0.73,22,3,1,60.365
35.6472,2,0.0,3.12,11,3,1,41.56
35.6516,3,15.3,1.66,19,3,1,79.19
35.6557,2,0.0,0.09,6,3,1,40.045
35.6603,2,0.0,0.11,6,3,1,40.055
35.6643,2,0.0,0.12,6,3,1,40.06
35.6684,2,0.0,0.3,11,3,1,40.15
35.673,0,0.0,0.13,29,3,2,0.065
35.6784,2,0.0,1.69,13,3,1,40.845
35.6834,2,0.0,2.06,45,3,1,41.03
35.6874,2,0.0,0.0,10,3,1,40.0
35.6925,2,0.0,0.22,2,3,1,40.11
35.6976,2,95.5,0.43,23,3,0,154.815
35.703,2,0.0,0.1,8,3,1,40.05
35.7079,0,0.0,0.66,28,3,2,0.33
35.713,2,0.0,0.52,17,3,1,40.26
35.719,2,0.0,0.05,8,3,1,40.025
35.7289,2,0.0,0.02,3,3,1,40.01
35.7343,0,0.0,1.69,28,3,2,0.845
35.739,3,0.0,1.03,22,3,1,60.515
35.7435,2,0.0,0.31,25,3,1,40.155
35.7484,2,0.0,0.16,6,3,1,40.08
35.7525,0,0.0,1.92,34,3,2,0.96
35.7559,2,0.0,0.04,1,3,1,40.02
35.7611,2,0.0,0.1,15,3,1,40.05
35.7652,2,0.0,0.18,10,3,1,40.09
35.7701,2,0.0,0.08,11,3,1,40.04
35.7755,2,0.0,0.13,8,3,1,40.065
35.7808,2,0.9,0.66,49,3,1,41.41
35.7862,2,0.0,0.13,8,3,1,40.065
35.7904,2,0.0,0.54,13,3,1,40.27
35.7948,2,0.0,0.52,30,3,1,40.26
36.803,2,0.0,0.78,47,3,1,40.39
36.811,2,0.0,0.99,17,3,1,40.495
36.8185,2,0.0,0.04,3,3,1,40.02
36.827,2,0.9,1.9,21,3,1,42.03
36.8321,2,0.0,0.02,3,3,1,40.01
36.8389,3,0.0,0.14,6,3,1,60.07
36.8444,2,0.0,0.81,13,3,1,40.405
36.8507,2,0.0,0.09,3,3,1,40.045
36.8563,2,0.0,0.01,2,3,1,40.005
36.8622,4,0.0,0.42,18,3,0,80.21
36.8673,2,0.0,0.13,10,3,1,40.065
36.8738,2,0.0,0.14,8,3,1,40.07
36.8806,2,0.0,0.01,2,3,1,40.005
36.8883,2,0.0,3.78,78,3,1,41.89
36.8961,2,0.0,0.22,23,3,1,40.11
36.9022,2,0.0,0.24,13,3,1,40.12
36.9085,2,0.0,0.05,6,3,1,40.025
36.9148,2,0.0,0.03,1,3,1,40.015
36.9214,0,0.0,0.09,28,3,2,0.045
36.9293,2,0.0,0.01,2,3,1,40.005
36.9358,1,0.0,0.09,16,3,2,20.045
36.94,2,0.0,0.09,9,3,1,40.045
36.9464,2,0.0,0.05,9,3,1,40.025
36.9534,2,0.0,0.03,2,3,1,40.015
36.9595,2,0.0,0.3,5,3,1,40.15
36.9667,3,0.0,0.09,21,3,1,60.045
36.9716,2,42.0,1.99,36,3,1,91.39500000000001
36.9768,2,0.0,0.34,24,3,1,40.17
36.9823,2,0.0,0.21,8,3,1,40.105
36.9873,2,0.0,0.03,2,3,1,40.015
36.9933,2,0.0,0.63,60,3,1,40.315
36.9982,2,0.0,0.04,4,3,1,40.02
37.0019,2,0.0,0.73,31,1,1,40.365
37.0065,0,0.0,0.32,29,3,2,0.16
37.0123,2,0.0,0.26,31,3,1,40.13
37.018,2,0.0,0.38,11,3,1,40.19
37.0239,2,0.0,0.0,38,1,1,40.0
37.0305,2,0.0,0.01,17,3,1,40.005
37.0368,2,0.0,0.13,11,3,1,40.065
37.0431,2,0.0,0.3,5,3,1,40.15
37.0487,2,0.0,0.44,48,3,1,40.22
37.0557,2,0.0,0.05,9,3,1,40.025
37.0614,2,0.0,0.08,11,3,1,40.04
37.066,2,0.0,0.07,24,3,1,40.035
37.0699,2,0.0,0.11,7,3,1,40.055
37.0759,2,0.0,0.19,2,3,1,40.095
37.0819,2,0.0,0.06,8,3,1,40.03
37.0867,2,0.0,0.01,17,3,1,40.005
37.0921,2,0.0,0.04,3,3,1,40.02
37.0985,0,0.0,1.41,29,3,2,0.705
37.1037,2,0.0,0.04,4,3,1,40.02
37.1071,0,0.0,0.16,29,3,2,0.08
37.1122,2,0.0,0.41,29,3,1,40.205
37.1172,2,0.0,0.01,2,3,1,40.005
37.122,2,0.0,0.07,9,1,1,40.035
37.1279,2,0.0,0.32,20,3,1,40.16
37.1327,2,0.0,0.19,16,3,1,40.095
37.1372,2,0.0,0.07,2,3,1,40.035
37.1414,4,0.0,0.2,15,3,0,80.1
37.1471,2,0.0,0.22,6,3,1,40.11
37.1516,2,0.0,0.07,3,3,1,40.035
37.1548,2,0.0,0.95,16,1,1,40.475
37.16,2,0.0,1.13,46,3,1,40.565
37.1647,2,0.0,2.5,27,3,1,41.25
37.17,2,0.0,0.19,7,3,1,40.095
37.1745,2,0.0,0.03,4,3,1,40.015
37.1801,0,0.0,0.08,14,3,2,0.04
37.184,2,0.0,0.07,8,3,1,40.035
37.1881,2,0.0,0.17,30,3,1,40.085
37.1929,4,0.0,0.07,3,3,0,80.035
37.1973,2,0.0,0.03,3,3,1,40.015
37.2018,2,0.0,0.3,11,3,1,40.15
37.2058,0,0.0,0.12,44,3,2,0.06
37.21,2,0.0,0.14,11,3,1,40.07
37.2146,2,0.0,0.11,8,3,1,40.055
37.2197,2,0.0,0.19,26,3,1,40.095
37.2245,2,0.0,0.87,17,1,1,40.435
37.2303,2,0.0,0.04,5,3,1,40.02
37.2349,2,0.0,0.2,8,3,1,40.1
37.239,2,0.0,0.77,15,3,1,40.385
37.2451,2,0.0,0.03,2,3,1,40.015
37.2496,3,0.0,0.21,24,3,1,60.105
37.2537,2,0.0,0.05,9,3,1,40.025
37.2586,0,0.0,0.06,28,3,2,0.03
37.2638,0,0.0,1.16,17,3,2,0.58
37.2694,2,0.0,0.08,5,3,1,40.04
37.2756,2,0.0,0.03,19,3,1,40.015
37.2821,2,0.0,0.11,10,3,1,40.055
37.2866,2,0.0,0.19,10,3,1,40.095
37.2929,2,0.0,0.44,5,3,1,40.22
37.2993,3,0.0,0.16,21,3,1,60.08
37.3028,2,0.0,0.3,13,3,1,40.15
37.3077,2,0.0,0.26,8,3,1,40.13
37.3138,2,0.0,0.05,2,3,1,40.025
37.3188,2,0.0,0.11,11,3,1,40.055
37.3258,2,0.0,0.03,20,3,1,40.015
37.3322,2,0.0,0.15,53,3,1,40.075
37.3371,2,0.0,1.32,40,3,1,40.66
37.3423,2,19.8,3.64,29,3,1,65.58
37.3478,2,0.0,0.07,8,3,1,40.035
37.3529,2,0.0,0.19,10,3,1,40.095
37.358,2,0.0,0.24,10,3,1,40.12
37.3637,2,0.0,0.38,7,3,1,40.19
37.3699,2,0.0,0.65,9,3,1,40.325
37.3761,2,0.0,0.12,8,3,1,40.06
37.3833,3,0.0,0.73,22,3,1,60.365
37.3874,2,0.0,3.12,11,3,1,41.56
37.3931,3,10.7,1.49,19,3,1,73.58500000000001
37.3976,2,0.0,0.09,6,3,1,40.045
37.403,2,0.0,0.11,6,3,1,40.055
37.407,2,0.0,0.12,6,3,1,40.06
37.4121,2,0.0,0.3,11,3,1,40.15
37.4166,0,0.0,0.13,29,3,2,0.065
37.4215,2,0.0,1.69,13,3,1,40.845
37.4257,2,0.0,2.06,45,3,1,41.03
37.4307,2,0.0,0.0,10,3,1,40.0
37.4354,2,0.0,0.22,2,3,1,40.11
37.4394,2,97.3,0.43,23,3,0,156.975
37.4447,2,0.0,0.1,8,3,1,40.05
37.4507,0,0.0,0.66,28,3,2,0.33
37.4562,2,0.0,0.52,17,3,1,40.26
37.4609,2,0.0,0.05,8,3,1,40.025
37.4654,2,0.0,0.02,3,3,1,40.01
37.47,0,0.0,1.69,28,3,2,0.845
37.4733,3,0.0,1.03,22,3,1,60.515
37.4796,2,0.0,0.31,25,3,1,40.155
37.484,2,0.0,0.16,6,3,1,40.08
37.4894,0,0.9,1.92,34,3,2,2.04
37.4941,2,0.0,0.04,1,3,1,40.02
37.4983,2,0.0,0.1,15,3,1,40.05
37.5026,2,0.0,0.18,10,3,1,40.09
37.5067,2,0.0,0.08,11,3,1,40.04
37.5119,2,0.0,0.13,8,3,1,40.065
37.515,2,0.0,0.66,49,3,1,40.33
37.5191,2,0.0,0.13,8,3,1,40.065
37.5249,2,0.0,0.54,13,3,1,40.27
37.5309,2,0.0,0.52,30,3,1,40.26
38.546,2,0.0,0.78,47,3,1,40.39
38.5548,2,0.0,0.99,17,3,1,40.495
38.562,2,0.0,0.04,3,3,1,40.02
38.568,2,1.8,1.9,21,3,1,43.11
38.5761,2,0.0,0.02,3,3,1,40.01
38.5835,3,0.0,0.14,6,3,1,60.07
38.5927,2,0.0,0.81,13,3,1,40.405
38.6008,2,0.0,0.09,3,3,1,40.045
38.6094,2,0.0,0.01,2,3,1,40.005
38.6173,4,0.0,0.42,18,3,0,80.21
38.6247,2,0.0,0.13,10,3,1,40.065
38.6307,2,0.0,0.14,8,3,1,40.07
38.6375,2,0.0,0.01,2,3,1,40.005
38.6428,2,0.9,3.78,78,3,1,42.97
38.6488,2,0.0,0.22,23,3,1,40.11
38.6534,2,0.0,0.24,13,3,1,40.12
38.6574,2,0.0,0.05,6,3,1,40.025
38.662,2,0.0,0.03,1,3,1,40.015
38.667,0,0.0,0.09,28,3,2,0.045
38.671,2,0.0,0.01,2,3,1,40.005
38.6763,1,0.0,0.09,16,3,2,20.045
38.6809,2,0.0,0.09,9,3,1,40.045
38.6852,2,0.0,0.05,9,3,1,40.025
38.6916,2,0.0,0.03,2,3,1,40.015
38.6969,2,0.0,0.3,5,3,1,40.15
38.7013,3,0.0,0.09,21,3,1,60.045
38.7054,2,38.7,1.99,36,3,1,87.435
38.7094,2,0.0,0.34,24,3,1,40.17
38.7151,2,0.0,0.21,8,3,1,40.105
38.7201,2,0.0,0.03,2,3,1,40.015
38.7252,2,0.0,0.63,60,3,1,40.315
38.7306,2,0.0,0.04,4,3,1,40.02
38.735,2,0.0,0.73,31,1,1,40.365
38.739,0,0.0,0.32,29,3,2,0.16
38.7435,2,0.0,0.26,31,3,1,40.13
38.7479,2,0.0,0.38,11,3,1,40.19
38.7524,2,0.0,0.0,38,1,1,40.0
38.7564,2,0.0,0.01,17,3,1,40.005
38.7624,2,0.0,0.13,11,3,1,40.065
38.767,2,0.0,0.3,5,3,1,40.15
38.7718,2,0.0,0.44,48,3,1,40.22
38.7774,2,0.0,0.05,9,3,1,40.025
38.7825,2,0.0,0.08,11,3,1,40.04
38.7866,2,0.0,0.07,24,3,1,40.035
38.7909,2,0.0,0.11,7,3,1,40.055
38.7955,2,0.0,0.19,2,3,1,40.095
38.8005,2,0.0,0.06,8,3,1,40.03
38.8049,2,0.0,0.01,17,3,1,40.005
38.8117,2,0.0,0.04,3,3,1,40.02
38.8171,0,0.0,1.41,29,3,2,0.705
38.8225,2,0.0,0.04,4,3,1,40.02
38.8276,0,0.0,0.16,29,3,2,0.08
38.8339,2,0.0,0.41,29,3,1,40.205
38.8383,2,0.0,0.01,2,3,1,40.005
38.8434,2,0.0,0.06,9,1,1,40.03
38.8483,2,0.0,0.32,20,3,1,40.16
38.853,2,0.0,0.19,16,3,1,40.095
38.8579,2,0.0,0.07,2,3,1,40.035
38.8644,4,0.0,0.2,15,3,0,80.1
38.8687,2,0.0,0.22,6,3,1,40.11
38.8743,2,0.0,0.07,3,3,1,40.035
38.8798,2,0.0,0.95,16,1,1,40.475
38.8843,2,0.0,1.13,46,3,1,40.565
38.889,2,0.0,2.5,27,3,1,41.25
38.8947,2,0.0,0.19,7,3,1,40.095
38.9005,2,0.0,0.03,4,3,1,40.015
38.9052,0,0.0,0.08,14,3,2,0.04
38.9108,2,0.0,0.07,8,3,1,40.035
38.9157,2,0.0,0.17,30,3,1,40.085
38.9201,4,0.0,0.07,3,3,0,80.035
38.9244,2,0.0,0.03,3,3,1,40.015
38.9301,2,0.0,0.3,11,3,1,40.15
38.934,0,0.0,0.12,44,3,2,0.06
38.9381,2,0.0,0.14,11,3,1,40.07
38.9434,2,0.0,0.11,8,3,1,40.055
38.9489,2,0.0,0.19,26,3,1,40.095
38.9542,2,0.0,0.87,17,1,1,40.435
38.9613,2,0.9,0.04,5,3,1,41.1
38.9683,2,0.0,0.2,8,3,1,40.1
38.9743,2,0.0,0.77,15,3,1,40.385
38.9822,2,0.0,0.03,2,3,1,40.015
38.9875,3,0.0,0.21,24,3,1,60.105
38.9933,2,0.0,0.05,9,3,1,40.025
38.9984,0,0.0,0.06,28,3,2,0.03
39.0048,0,0.0,1.16,17,3,2,0.58
39.0099,2,0.0,0.08,5,3,1,40.04
39.0151,2,0.0,0.03,19,3,1,40.015
39.0184,2,0.0,0.11,10,3,1,40.055
39.025,2,0.0,0.19,10,3,1,40.095
39.0306,2,0.0,0.44,5,3,1,40.22
39.0348,3,0.0,0.16,21,3,1,60.08
39.0389,2,0.0,0.3,14,3,1,40.15
39.0447,2,0.0,0.26,8,3,1,40.13
39.0484,2,0.0,0.05,2,3,1,40.025
39.053,2,0.9,0.11,11,3,1,41.135
39.0573,2,0.0,0.03,20,3,1,40.015
39.0629,2,0.0,0.15,53,3,1,40.075
39.0679,2,0.0,1.32,40,3,1,40.66
39.0738,2,38.2,3.65,29,3,1,87.665
39.0808,2,0.0,0.07,8,3,1,40.035
39.0865,2,0.0,0.19,10,3,1,40.095
39.0915,2,0.0,0.24,10,3,1,40.12
39.0959,2,0.0,0.38,7,3,1,40.19
39.1012,2,0.0,0.65,10,3,1,40.325
39.105,2,0.0,0.12,8,3,1,40.06
39.1093,3,0.0,0.73,22,3,1,60.365
39.1134,2,0.0,3.12,11,3,1,41.56
39.1175,3,14.5,1.49,19,3,1,78.14500000000001
39.1226,2,0.0,0.09,6,3,1,40.045
39.1286,2,0.0,0.11,6,3,1,40.055
39.1327,2,0.0,0.12,6,3,1,40.06
39.1378,2,0.0,0.3,11,3,1,40.15
39.1443,0,0.0,0.13,29,3,2,0.065
39.1488,2,0.0,1.69,13,3,1,40.845
39.1551,2,0.0,2.06,45,3,1,41.03
39.1612,2,0.0,0.0,10,3,1,40.0
39.1647,2,0.0,0.22,2,3,1,40.11
39.1701,2,96.4,0.43,23,3,0,155.895
39.1759,2,0.0,0.1,8,3,1,40.05
39.1813,0,0.0,0.66,28,3,2,0.33
39.1867,2,0.0,0.52,17,3,1,40.26
39.1911,2,0.0,0.05,8,3,1,40.025
39.1962,2,0.0,0.02,3,3,1,40.01
39.1999,0,0.0,1.69,28,3,2,0.845
39.2052,3,0.0,1.03,22,3,1,60.515
39.2093,2,0.0,0.31,25,3,1,40.155
39.2149,2,0.0,0.16,6,3,1,40.08
39.2192,0,3.6,1.92,34,3,1,5.28
39.2241,2,0.0,0.04,1,3,1,40.02
39.2286,2,0.0,0.1,15,3,1,40.05
39.2324,2,0.0,0.18,10,3,1,40.09
39.2365,2,0.0,0.08,11,3,1,40.04
39.2407,2,0.0,0.13,8,3,1,40.065
39.2468,2,0.0,0.66,49,3,1,40.33
39.2505,2,0.0,0.13,8,3,1,40.065
39.2549,2,0.0,0.54,13,3,1,40.27
39.2591,2,0.0,0.52,30,3,1,40.26
40.2646,2,0.0,0.78,47,3,1,40.39
40.2734,2,0.0,0.99,17,3,1,40.495
40.282,2,0.0,0.04,3,3,1,40.02
40.2916,2,1.8,1.9,21,3,1,43.11
40.3001,2,0.0,0.02,3,3,1,40.01
40.3084,3,0.0,0.14,6,3,1,60.07
40.3166,2,0.0,0.81,13,3,1,40.405
40.3231,2,0.0,0.09,3,3,1,40.045
40.3279,2,0.0,0.01,2,3,1,40.005
40.3355,4,0.0,0.42,18,3,0,80.21
40.3423,2,0.0,0.13,10,3,1,40.065
40.3486,2,0.0,0.14,8,3,1,40.07
40.3561,2,0.0,0.01,2,3,1,40.005
40.3639,2,0.0,3.78,79,3,1,41.89
40.3736,2,0.0,0.22,23,3,1,40.11
40.3788,2,0.0,0.24,13,3,1,40.12
40.3843,2,0.0,0.05,6,3,1,40.025
40.3886,2,0.0,0.03,1,3,1,40.015
40.3934,0,0.0,0.09,28,3,2,0.045
40.3975,2,0.0,0.01,2,3,1,40.005
40.4022,1,0.0,0.09,16,3,2,20.045
40.4067,2,0.0,0.09,9,3,1,40.045
40.4127,2,0.0,0.05,9,3,1,40.025
40.4169,2,0.0,0.03,2,3,1,40.015
40.4213,2,0.0,0.3,5,3,1,40.15
40.4273,3,0.0,0.09,21,3,1,60.045
40.4321,2,40.9,1.99,36,3,1,90.075
40.436,2,0.0,0.34,24,3,1,40.17
40.4416,2,0.0,0.21,8,3,1,40.105
40.4459,2,0.0,0.03,2,3,1,40.015
40.4504,2,0.0,0.63,60,3,1,40.315
40.4549,2,0.0,0.04,4,3,1,40.02
40.4604,2,0.0,0.73,31,1,1,40.365
40.4657,0,0.0,0.32,29,3,2,0.16
40.4701,2,0.0,0.26,31,3,1,40.13
40.4752,2,0.0,0.38,11,3,1,40.19
40.4798,2,0.0,0.0,38,1,1,40.0
40.4845,2,0.0,0.01,17,3,1,40.005
40.4885,2,0.0,0.13,11,3,1,40.065
40.4937,2,0.0,0.3,5,3,1,40.15
40.5003,2,0.0,0.44,48,3,1,40.22
40.5062,2,0.0,0.05,9,3,1,40.025
40.5126,2,0.0,0.08,11,3,1,40.04
40.5182,2,0.0,0.07,24,3,1,40.035
40.5225,2,0.0,0.11,7,3,1,40.055
40.5334,2,0.0,0.19,2,3,1,40.095
40.5445,2,0.0,0.06,8,3,1,40.03
40.5544,2,0.0,0.01,17,3,1,40.005
40.5626,2,0.0,0.04,3,3,1,40.02
40.5699,0,0.0,1.41,29,3,2,0.705
40.5743,2,0.0,0.04,4,3,1,40.02
40.5801,0,0.0,0.16,29,3,2,0.08
40.584,2,0.0,0.41,29,3,1,40.205
40.5878,2,0.0,0.01,2,3,1,40.005
40.5933,2,0.0,0.06,9,1,1,40.03
40.598,2,0.0,0.31,20,3,1,40.155
40.6013,2,0.0,0.19,16,3,1,40.095
40.6056,2,0.0,0.07,2,3,1,40.035
40.6102,4,0.0,0.2,15,3,0,80.1
40.6144,2,0.0,0.22,6,3,1,40.11
40.6178,2,0.0,0.07,3,3,1,40.035
40.6227,2,0.0,0.95,16,1,1,40.475
40.6283,2,0.0,1.13,46,3,1,40.565
40.6339,2,0.0,2.5,27,3,1,41.25
40.638,2,0.0,0.19,7,3,1,40.095
40.6419,2,0.0,0.03,4,3,1,40.015
40.647,0,0.0,0.08,14,3,2,0.04
40.6508,2,0.0,0.07,8,3,1,40.035
40.6546,2,0.0,0.17,30,3,1,40.085
40.6597,4,0.0,0.07,3,3,0,80.035
40.6639,2,0.0,0.03,3,3,1,40.015
40.668,2,0.0,0.3,11,3,1,40.15
40.6727,0,0.0,0.12,44,3,2,0.06
40.6782,2,0.0,0.14,11,3,1,40.07
40.6819,2,0.0,0.11,8,3,1,40.055
40.6867,2,0.0,0.19,26,3,1,40.095
40.691,2,0.0,0.87,17,1,1,40.435
40.696,2,0.0,0.04,5,3,1,40.02
40.7007,2,0.0,0.2,8,3,1,40.1
40.7048,2,0.0,0.77,15,3,1,40.385
40.7093,2,0.0,0.03,2,3,1,40.015
40.7143,3,0.0,0.21,24,3,1,60.105
40.7199,2,0.0,0.05,9,3,1,40.025
40.7243,0,0.0,0.06,28,3,2,0.03
40.7294,0,0.9,1.16,17,3,2,1.6600000000000001
40.7338,2,0.0,0.08,5,3,1,40.04
40.7379,2,0.0,0.03,19,3,1,40.015
40.7421,2,0.0,0.11,10,3,1,40.055
40.7464,2,0.0,0.19,10,3,1,40.095
40.7497,2,0.0,0.44,5,3,1,40.22
40.754,3,0.0,0.16,21,3,1,60.08
40.7591,2,0.0,0.3,14,3,1,40.15
40.7642,2,0.0,0.26,8,3,1,40.13
40.7681,2,0.0,0.05,2,3,1,40.025
40.7742,2,0.0,0.11,11,3,1,40.055
40.7787,2,0.0,0.03,20,3,1,40.015
40.7834,2,0.0,0.15,53,3,1,40.075
40.7884,2,0.0,1.32,40,3,1,40.66
40.7942,2,31.5,3.65,29,3,1,79.625
40.7994,2,0.0,0.07,8,3,1,40.035
40.804,2,0.0,0.19,10,3,1,40.095
40.8091,2,0.0,0.24,10,3,1,40.12
40.814,2,0.0,0.38,7,3,1,40.19
40.8187,2,0.0,0.65,10,3,1,40.325
40.8252,2,0.0,0.12,8,3,1,40.06
40.8321,3,0.0,0.73,22,3,1,60.365
40.8362,2,0.0,3.12,11,3,1,41.56
40.8405,3,9.1,1.36,19,3,1,71.60000000000001
40.8445,2,0.0,0.09,6,3,1,40.045
40.8492,2,0.0,0.11,6,3,1,40.055
40.8525,2,0.0,0.12,6,3,1,40.06
40.8579,2,0.0,0.3,11,3,1,40.15
40.8626,0,0.0,0.13,29,3,2,0.065
40.8666,2,0.0,1.69,13,3,1,40.845
40.8709,2,0.9,2.06,45,3,1,42.11
40.8763,2,0.0,0.0,10,3,1,40.0
40.8807,2,0.0,0.22,2,3,1,40.11
