arrival_time,priority_level,cpu_utilization,memory_utilization,num_threads,process_status,target_schedule
66.5739,2,41.3,2.0,33,3,1
66.5787,2,0.0,0.34,24,3,1
66.5846,2,0.0,0.21,8,3,1
66.589,2,0.0,0.03,2,3,1
66.593,2,0.0,0.63,60,3,1
66.5981,2,0.0,0.05,5,3,1
66.6038,2,0.0,0.73,31,1,1
66.6084,0,0.0,0.32,29,3,2
66.6126,2,0.0,0.26,31,3,1
66.6188,2,0.0,0.38,11,3,1
66.6248,2,0.0,0.0,38,1,1
66.6298,2,0.0,0.01,17,3,1
66.6356,2,0.0,0.13,11,3,1
66.6404,2,0.0,0.3,5,3,1
66.6445,2,0.0,0.44,48,3,1
66.6491,2,0.0,0.05,9,3,1
66.6551,2,0.0,0.08,11,3,1
66.6594,2,0.0,0.07,24,3,1
66.6639,2,0.0,0.11,7,3,1
66.6694,2,0.0,0.19,2,3,1
66.6749,2,0.0,0.06,8,3,1
66.6793,2,0.0,0.01,17,3,1
66.684,2,0.0,0.04,3,3,1
66.6886,0,0.0,1.41,29,3,2
66.6929,2,0.0,0.04,4,3,1
66.6969,0,0.0,0.16,29,3,2
66.7028,2,0.0,0.41,35,3,1
66.7059,2,0.0,0.01,2,3,1
66.71,2,0.0,0.06,9,1,1
66.714,2,0.0,0.32,20,3,1
66.7225,2,0.0,0.19,16,3,1
66.7279,2,0.0,0.08,3,3,1
66.7347,4,0.0,0.2,15,3,0
66.7391,2,0.0,0.22,6,3,1
66.7433,2,0.0,0.07,3,3,1
66.7475,2,0.0,0.95,16,1,1
66.7527,2,0.0,1.13,46,3,1
66.7568,2,0.0,2.5,27,3,1
66.7602,2,0.0,0.19,7,3,1
66.7653,2,0.0,0.03,4,3,1
66.7706,0,0.0,0.08,14,3,2
66.775,2,0.0,0.07,8,3,1
66.7793,2,0.0,0.17,30,3,1
66.7863,4,0.0,0.07,3,3,0
66.7909,2,0.0,0.03,3,3,1
66.7945,2,0.0,0.3,12,3,1
66.7992,0,0.0,0.12,44,3,2
66.8042,2,0.0,0.14,11,3,1
66.8082,2,0.0,0.11,8,3,1
66.8135,2,0.0,0.19,26,3,1
66.8198,2,0.0,0.87,17,1,1
66.8252,2,0.0,0.04,5,3,1
66.832,2,0.0,0.2,8,3,1
66.8379,2,0.0,0.79,26,3,1
66.8432,2,0.0,0.03,2,3,1
66.8486,3,0.0,0.21,24,3,1
66.8532,2,0.0,0.05,9,3,1
66.8579,0,0.0,0.06,28,3,2
66.862,0,0.0,1.11,27,3,2
66.8666,2,0.0,0.08,5,3,1
66.8718,2,0.0,0.03,19,3,1
66.8774,2,0.0,0.11,10,3,1
66.8823,2,0.0,0.19,10,3,1
66.8875,2,0.0,0.43,5,3,1
66.8917,3,0.0,0.16,21,3,1
66.896,2,0.0,0.3,14,3,1
66.9009,2,0.0,0.27,8,3,1
66.9059,2,0.0,0.05,2,3,1
66.9106,2,0.0,0.11,11,3,1
66.9141,2,0.0,0.03,20,3,1
66.9205,2,0.0,0.15,53,3,1
66.9259,2,0.0,1.32,40,3,1
66.9297,2,33.0,3.69,29,3,1
66.9357,2,0.0,0.07,8,3,1
66.9399,2,0.0,0.19,10,3,1
66.9439,2,0.0,0.24,10,3,1
66.9482,2,0.0,0.38,7,3,1
66.9528,2,0.0,0.65,10,3,1
66.9578,2,0.0,0.12,8,3,1
66.9622,3,0.0,0.73,22,3,1
66.9686,2,0.0,3.12,11,3,1
66.9739,3,13.8,1.37,19,3,1
66.978,2,0.0,0.09,6,3,1
66.9827,2,0.9,0.11,6,3,1
66.9879,2,0.0,0.12,6,3,1
66.9922,2,0.0,0.3,11,3,1
66.9963,0,0.0,0.13,29,3,2
67.002,2,0.0,1.69,13,3,1
67.0061,2,0.0,2.06,46,3,1
67.0104,2,0.0,0.0,10,3,1
67.0162,2,0.0,0.22,2,3,1
67.0215,2,96.3,0.43,23,3,0
67.0253,2,0.0,0.1,8,3,1
67.031,0,0.0,0.66,28,3,2
67.036,2,0.0,0.52,17,3,1
67.0406,2,0.0,0.05,8,3,1
67.0446,2,0.0,0.02,3,3,1
67.0494,0,0.0,1.69,28,3,2
67.054,3,0.0,1.03,22,3,1
67.0577,2,0.0,0.31,25,3,1
67.0627,2,0.0,0.16,6,3,1
67.0686,0,1.8,1.92,34,3,2
67.0735,2,0.0,0.04,1,3,1
67.0781,2,0.0,0.1,15,3,1
67.083,2,0.0,0.18,10,3,1
67.0878,2,0.0,0.08,11,3,1
67.0919,2,0.0,0.13,8,3,1
67.096,2,0.0,0.67,49,3,1
67.1015,2,0.0,0.13,8,3,1
67.1062,2,0.0,0.54,13,3,1
67.1105,2,0.0,0.52,30,3,1
68.1307,2,0.0,0.78,47,3,1
68.1366,2,0.0,0.99,17,3,1
68.141,2,0.0,0.04,3,3,1
68.1454,2,1.8,1.9,21,3,1
68.154,2,0.0,0.02,3,3,1
68.1627,3,0.0,0.14,6,3,1
68.1726,2,0.0,0.81,9,3,1
68.1821,2,0.0,0.09,3,3,1
68.1892,2,0.0,0.01,2,3,1
68.1939,4,0.9,0.42,18,3,0
68.1987,2,0.0,0.13,10,3,1
68.2044,2,0.0,0.14,8,3,1
68.2102,2,0.0,0.01,2,3,1
68.2178,2,0.0,3.78,79,3,1
68.2253,2,0.0,0.22,23,3,1
68.2327,2,0.0,0.24,12,3,1
68.2394,2,0.0,0.05,6,3,1
68.2436,2,0.0,0.03,1,3,1
68.248,0,0.0,0.09,28,3,2
68.2537,2,0.0,0.01,2,3,1
68.2588,1,0.0,0.09,16,3,2
68.2646,2,0.0,0.09,9,3,1
68.2698,2,0.0,0.05,9,3,1
68.2743,2,0.0,0.03,2,3,1
68.2786,2,0.0,0.3,5,3,1
68.2835,3,0.0,0.09,21,3,1
68.2881,2,40.0,2.0,33,3,1
68.2925,2,0.0,0.34,24,3,1
68.2957,2,0.0,0.21,8,3,1
68.3022,2,0.0,0.03,2,3,1
68.3067,2,0.0,0.63,60,3,1
68.3121,2,0.0,0.05,5,3,1
68.3177,2,0.0,0.73,31,1,1
68.3222,0,0.0,0.32,29,3,2
68.3266,2,0.0,0.26,31,3,1
68.3312,2,0.9,0.38,11,3,1
68.3359,2,0.0,0.0,38,1,1
68.3402,2,0.0,0.01,17,3,1
68.3445,2,0.0,0.13,11,3,1
68.3498,2,0.0,0.3,5,3,1
68.3549,2,0.0,0.44,48,3,1
68.3599,2,0.0,0.05,9,3,1
68.3648,2,0.0,0.08,11,3,1
68.3704,2,0.0,0.07,24,3,1
68.3749,2,0.0,0.11,7,3,1
68.3782,2,0.0,0.19,2,3,1
68.3841,2,0.0,0.06,8,3,1
68.3885,2,0.0,0.01,17,3,1
68.3919,2,0.0,0.04,3,3,1
68.3978,0,0.0,1.41,29,3,2
68.4035,2,0.0,0.04,4,3,1
68.4078,0,0.0,0.16,29,3,2
68.4128,2,0.0,0.41,35,3,1
68.4183,2,0.0,0.01,2,3,1
68.4233,2,0.0,0.06,9,1,1
68.4289,2,0.0,0.32,20,3,1
68.4365,2,0.0,0.19,16,3,1
68.4423,2,0.0,0.08,3,3,1
68.4487,4,0.0,0.2,15,3,0
68.4559,2,0.0,0.22,6,3,1
68.4622,2,0.0,0.07,3,3,1
68.4696,2,0.0,0.95,16,1,1
68.4747,2,0.0,1.13,46,3,1
68.482,2,0.0,2.51,27,3,1
68.4896,2,0.0,0.19,7,3,1
68.4945,2,0.0,0.03,4,3,1
68.4992,0,0.0,0.08,14,3,2
68.5032,2,0.0,0.07,8,3,1
68.5079,2,0.0,0.17,30,3,1
68.5134,4,0.0,0.07,3,3,0
68.5229,2,0.0,0.03,3,3,1
68.5346,2,0.0,0.3,12,3,1
68.5419,0,0.0,0.12,44,3,2
68.5491,2,0.0,0.14,11,3,1
68.5577,2,0.0,0.11,8,3,1
68.5615,2,0.0,0.19,26,3,1
68.5665,2,0.0,0.87,17,1,1
68.5709,2,0.9,0.04,5,3,1
68.5741,2,0.0,0.2,8,3,1
68.579,2,0.0,0.79,26,3,1
68.5842,2,0.0,0.03,2,3,1
68.5885,3,0.0,0.21,24,3,1
68.5938,2,0.0,0.05,9,3,1
68.5979,0,0.0,0.06,28,3,2
68.6027,0,0.0,1.11,27,3,2
68.6068,2,0.0,0.08,5,3,1
68.6118,2,0.0,0.03,19,3,1
68.616,2,0.0,0.11,10,3,1
68.6215,2,0.0,0.19,10,3,1
68.6265,2,0.0,0.43,5,3,1
68.6318,3,0.0,0.16,21,3,1
68.6372,2,0.0,0.3,14,3,1
68.6415,2,0.0,0.27,8,3,1
68.6456,2,0.0,0.05,2,3,1
68.6513,2,0.0,0.11,11,3,1
68.6564,2,0.0,0.03,20,3,1
68.6612,2,0.0,0.15,53,3,1
68.6683,2,0.0,1.32,40,3,1
68.6734,2,40.2,3.68,29,3,1
68.6788,2,0.0,0.07,8,3,1
68.6848,2,0.0,0.19,10,3,1
68.6896,2,0.0,0.24,10,3,1
68.6949,2,0.0,0.38,7,3,1
68.7007,2,0.0,0.65,9,3,1
68.7067,2,0.0,0.12,8,3,1
68.7121,3,0.0,0.73,22,3,1
68.7192,2,0.0,3.12,11,3,1
68.7249,3,5.4,1.37,19,3,1
68.7289,2,0.0,0.09,6,3,1
68.7362,2,0.0,0.11,6,3,1
68.7418,2,0.0,0.12,6,3,1
68.7462,2,0.0,0.3,11,3,1
68.7523,0,0.0,0.13,29,3,2
68.7563,2,0.0,1.69,13,3,1
68.7617,2,0.0,2.06,46,3,1
68.7663,2,0.0,0.0,10,3,1
68.7712,2,0.0,0.22,2,3,1
68.7746,2,95.5,0.43,23,3,0
68.7791,2,0.0,0.1,8,3,1
68.785,0,0.0,0.66,28,3,2
68.7902,2,0.0,0.52,17,3,1
68.7945,2,0.0,0.05,8,3,1
68.7992,2,0.0,0.02,3,3,1
68.8047,0,0.0,1.69,28,3,2
68.8084,3,0.0,1.03,22,3,1
68.8128,2,0.0,0.31,25,3,1
68.8189,2,0.0,0.16,6,3,1
68.8236,0,0.0,1.92,34,3,2
68.8277,2,0.0,0.04,1,3,1
68.8338,2,0.0,0.1,15,3,1
68.8387,2,0.0,0.18,10,3,1
68.8431,2,0.0,0.08,11,3,1
68.8487,2,0.0,0.13,8,3,1
68.8536,2,0.0,0.67,49,3,1
68.8577,2,0.0,0.13,8,3,1
68.8623,2,0.0,0.54,13,3,1
68.8671,2,0.0,0.52,30,3,1
69.8849,2,0.0,0.78,47,3,1
69.8926,2,0.0,0.99,17,3,1
69.8984,2,0.0,0.04,3,3,1
69.9035,2,0.9,1.9,21,3,1
69.9089,2,0.0,0.02,3,3,1
69.9131,3,0.0,0.14,6,3,1
69.919,2,0.0,0.81,9,3,1
69.9231,2,0.0,0.09,3,3,1
69.9271,2,0.0,0.01,2,3,1
69.9324,4,0.0,0.42,18,3,0
69.9364,2,0.0,0.13,10,3,1
69.9408,2,0.0,0.14,8,3,1
69.9455,2,0.0,0.01,2,3,1
69.9515,2,0.0,3.78,78,3,1
69.9564,2,0.0,0.22,23,3,1
69.9597,2,0.0,0.24,12,3,1
69.9651,2,0.0,0.05,6,3,1
69.9709,2,0.0,0.03,1,3,1
69.9763,0,0.0,0.09,28,3,2
69.9824,2,0.0,0.01,2,3,1
69.9886,1,0.0,0.09,16,3,2
69.9944,2,0.0,0.09,9,3,1
70.0012,2,0.0,0.05,9,3,1
70.0062,2,0.0,0.03,2,3,1
70.0118,2,0.0,0.3,5,3,1
70.0173,3,0.0,0.09,21,3,1
70.0241,2,42.4,2.0,33,3,1
70.0289,2,0.0,0.34,24,3,1
70.0344,2,0.0,0.21,8,3,1
70.0389,2,0.0,0.03,2,3,1
70.0438,2,0.0,0.63,60,3,1
70.048,2,0.0,0.05,5,3,1
70.0538,2,0.0,0.73,31,1,1
70.0602,0,0.0,0.32,29,3,2
70.0665,2,0.0,0.26,31,3,1
70.0734,2,0.0,0.38,11,3,1
70.0791,2,0.0,0.0,38,1,1
70.0865,2,0.0,0.01,17,3,1
70.0907,2,0.0,0.13,11,3,1
70.0951,2,0.0,0.3,5,3,1
70.1004,2,0.0,0.44,48,3,1
70.1048,2,0.0,0.05,9,3,1
70.1095,2,0.0,0.08,11,3,1
70.1149,2,0.0,0.07,24,3,1
70.1197,2,0.0,0.11,7,3,1
70.125,2,0.0,0.19,2,3,1
70.1288,2,0.0,0.06,8,3,1
70.1347,2,0.0,0.01,17,3,1
70.1387,2,0.0,0.04,3,3,1
70.1422,0,0.0,1.41,29,3,2
70.1469,2,0.0,0.04,4,3,1
70.1517,0,0.0,0.16,29,3,2
70.1568,2,0.0,0.41,35,3,1
70.1613,2,0.0,0.01,2,3,1
70.1663,2,0.0,0.06,9,1,1
70.1721,2,0.0,0.32,20,3,1
70.1764,2,0.0,0.19,16,3,1
70.1819,2,0.0,0.08,3,3,1
70.1868,4,0.0,0.2,15,3,0
70.1912,2,0.0,0.22,6,3,1
70.1952,2,0.0,0.07,3,3,1
70.2005,2,0.0,0.95,16,1,1
70.2057,2,0.0,1.13,46,3,1
70.2108,2,0.0,2.51,27,3,1
70.2165,2,0.0,0.19,7,3,1
70.222,2,0.0,0.03,4,3,1
70.2275,0,0.0,0.08,14,3,2
70.2336,2,0.0,0.07,8,3,1
70.2396,2,0.0,0.17,30,3,1
70.2453,4,0.0,0.07,3,3,0
70.2511,2,0.0,0.03,3,3,1
70.2554,2,0.0,0.3,12,3,1
70.2612,0,0.0,0.12,44,3,2
70.2668,2,0.0,0.14,11,3,1
70.2723,2,0.0,0.11,8,3,1
70.2764,2,0.0,0.2,26,3,1
70.2811,2,0.0,0.87,17,1,1
70.2866,2,0.0,0.04,5,3,1
70.2908,2,0.0,0.2,8,3,1
70.2945,2,0.0,0.79,26,3,1
70.2994,2,0.0,0.03,2,3,1
70.3039,3,0.0,0.21,24,3,1
70.3093,2,0.0,0.05,9,3,1
70.3144,0,0.0,0.06,28,3,2
70.3196,0,2.7,1.13,27,3,1
70.3239,2,0.0,0.08,5,3,1
70.329,2,0.0,0.03,19,3,1
70.3337,2,0.0,0.11,10,3,1
70.3386,2,0.0,0.19,10,3,1
70.3427,2,0.0,0.43,5,3,1
70.3474,3,0.0,0.16,21,3,1
70.3518,2,0.0,0.3,13,3,1
70.3569,2,0.0,0.27,8,3,1
70.3618,2,0.0,0.05,2,3,1
70.3666,2,0.0,0.11,11,3,1
70.3721,2,0.0,0.03,20,3,1
70.3774,2,0.0,0.15,53,3,1
70.3821,2,0.0,1.32,40,3,1
70.3863,2,26.6,3.68,29,3,1
70.3913,2,0.0,0.07,8,3,1
70.3954,2,0.0,0.19,10,3,1
70.4012,2,0.0,0.24,10,3,1
70.4059,2,0.0,0.38,7,3,1
70.4123,2,0.0,0.65,9,3,1
70.42,2,0.0,0.12,8,3,1
70.4255,3,0.0,0.73,22,3,1
70.4311,2,0.0,3.12,11,3,1
70.4354,3,10.0,1.37,19,3,1
70.4396,2,0.0,0.09,6,3,1
70.4432,2,0.0,0.11,6,3,1
70.4479,2,0.0,0.12,6,3,1
70.4522,2,0.0,0.3,11,3,1
70.4571,0,0.0,0.13,29,3,2
70.4614,2,0.0,1.69,13,3,1
70.4664,2,0.9,2.07,46,3,1
70.4719,2,0.0,0.0,10,3,1
70.477,2,0.0,0.22,2,3,1
70.4803,2,99.0,0.43,23,3,0
70.4856,2,0.0,0.1,8,3,1
70.49,0,0.0,0.66,28,3,2
70.494,2,0.0,0.52,17,3,1
70.4996,2,0.0,0.05,8,3,1
70.5053,2,0.0,0.02,3,3,1
70.5097,0,0.0,1.69,28,3,2
70.5144,3,0.0,1.03,22,3,1
70.52,2,0.0,0.31,25,3,1
70.5242,2,0.0,0.16,6,3,1
70.5284,0,0.0,1.92,34,3,2
70.5342,2,0.0,0.04,1,3,1
70.5382,2,0.0,0.1,15,3,1
70.5435,2,0.0,0.18,10,3,1
70.5471,2,0.0,0.08,11,3,1
70.5536,2,0.0,0.13,8,3,1
70.558,2,0.9,0.67,49,3,1
70.5633,2,0.0,0.13,8,3,1
70.5689,2,0.0,0.54,13,3,1
70.5743,2,0.0,0.52,30,3,1
71.5928,2,0.0,0.78,47,3,1
71.6022,2,0.0,0.99,17,3,1
71.6101,2,0.0,0.04,3,3,1
71.6183,2,1.8,1.9,21,3,1
71.6267,2,0.0,0.02,3,3,1
71.6357,3,0.0,0.14,6,3,1
71.6463,2,0.0,0.81,9,3,1
71.6569,2,0.0,0.09,3,3,1
71.6646,2,0.0,0.01,2,3,1
71.6732,4,0.0,0.42,18,3,0
71.6806,2,0.0,0.13,10,3,1
71.6869,2,0.0,0.14,8,3,1
71.6923,2,0.0,0.01,2,3,1
71.7001,2,0.0,3.78,78,3,1
71.7079,2,0.0,0.22,23,3,1
71.7158,2,0.0,0.24,12,3,1
71.7209,2,0.0,0.05,6,3,1
71.7252,2,0.0,0.03,1,3,1
71.7302,0,0.0,0.09,28,3,2
71.7354,2,0.0,0.01,2,3,1
71.7395,1,0.0,0.09,16,3,2
71.745,2,0.0,0.09,9,3,1
71.7504,2,0.0,0.05,9,3,1
71.7548,2,0.0,0.03,2,3,1
71.7592,2,0.0,0.3,5,3,1
71.765,3,0.0,0.09,21,3,1
71.7708,2,42.0,2.0,33,3,1
71.7763,2,0.0,0.34,24,3,1
71.7835,2,0.0,0.21,8,3,1
71.7882,2,0.0,0.03,2,3,1
71.7928,2,0.0,0.63,60,3,1
71.7982,2,0.0,0.05,5,3,1
71.803,2,0.0,0.73,31,1,1
71.808,0,0.0,0.32,29,3,2
71.8133,2,0.0,0.26,31,3,1
71.8212,2,0.0,0.38,11,3,1
71.8277,2,0.0,0.0,38,1,1
71.834,2,0.0,0.01,17,3,1
71.8403,2,0.0,0.13,11,3,1
71.847,2,0.0,0.3,5,3,1
71.8512,2,0.0,0.44,48,3,1
71.8553,2,0.0,0.05,9,3,1
71.8595,2,0.0,0.08,11,3,1
71.8638,2,0.0,0.07,24,3,1
71.8688,2,0.0,0.11,7,3,1
71.8749,2,0.0,0.19,2,3,1
71.8808,2,0.0,0.06,8,3,1
71.8868,2,0.0,0.01,17,3,1
71.8916,2,0.0,0.04,3,3,1
71.897,0,0.0,1.41,29,3,2
71.9014,2,0.0,0.04,4,3,1
71.9064,0,0.0,0.16,29,3,2
71.9103,2,0.0,0.41,35,3,1
71.9155,2,0.0,0.01,2,3,1
71.9198,2,0.0,0.06,9,1,1
71.9257,2,0.0,0.32,20,3,1
71.9308,2,0.0,0.19,16,3,1
71.9365,2,0.0,0.08,3,3,1
71.9409,4,0.0,0.2,15,3,0
71.9449,2,0.0,0.22,6,3,1
71.95,2,0.0,0.07,3,3,1
71.9541,2,0.0,0.95,16,1,1
71.9587,2,0.0,1.13,46,3,1
71.9629,2,0.0,2.51,27,3,1
71.9681,2,0.0,0.19,7,3,1
71.9738,2,0.0,0.03,4,3,1
71.9789,0,0.0,0.08,14,3,2
71.9843,2,0.0,0.07,8,3,1
71.9889,2,0.0,0.17,30,3,1
71.9946,4,0.0,0.07,3,3,0
71.9998,2,0.0,0.03,3,3,1
72.0045,2,0.0,0.3,12,3,1
72.0085,0,0.0,0.12,44,3,2
72.0135,2,0.0,0.14,11,3,1
72.0192,2,0.0,0.11,8,3,1
72.0247,2,0.0,0.2,26,3,1
72.0291,2,0.0,0.87,17,1,1
72.035,2,0.0,0.04,5,3,1
72.039,2,0.0,0.2,8,3,1
72.0433,2,0.0,0.79,26,3,1
72.048,2,0.0,0.03,2,3,1
72.052,3,0.0,0.21,24,3,1
72.0561,2,0.0,0.05,9,3,1
72.0609,0,0.0,0.06,28,3,2
72.0655,0,0.0,1.13,27,3,2
72.0721,2,0.0,0.08,5,3,1
72.0763,2,0.0,0.03,19,3,1
72.0811,2,0.0,0.11,10,3,1
72.0862,2,0.0,0.19,10,3,1
72.0916,2,0.0,0.43,5,3,1
72.0968,3,0.0,0.16,21,3,1
72.1028,2,0.0,0.3,13,3,1
72.1088,2,0.0,0.27,8,3,1
72.1182,2,0.0,0.05,2,3,1
72.1249,2,0.0,0.11,11,3,1
72.1316,2,0.0,0.03,20,3,1
72.1384,2,0.0,0.15,53,3,1
72.1469,2,0.0,1.32,40,3,1
72.1526,2,29.2,3.66,29,3,1
72.1567,2,0.0,0.07,8,3,1
72.161,2,0.0,0.19,10,3,1
72.1667,2,0.0,0.24,10,3,1
72.171,2,0.0,0.38,7,3,1
72.175,2,0.0,0.65,9,3,1
72.1803,2,0.0,0.12,8,3,1
72.1877,3,0.0,0.73,22,3,1
72.1925,2,0.0,3.12,11,3,1
72.1972,3,14.3,1.37,19,3,1
72.2027,2,0.0,0.09,6,3,1
72.2073,2,0.0,0.11,6,3,1
72.2119,2,0.0,0.12,6,3,1
72.2173,2,0.0,0.3,11,3,1
72.2216,0,0.0,0.13,29,3,2
72.2266,2,0.0,1.69,13,3,1
72.2319,2,0.0,2.07,46,3,1
72.2375,2,0.0,0.0,10,3,1
72.242,2,0.0,0.22,2,3,1
72.2473,2,98.3,0.43,23,3,0
72.2534,2,0.0,0.1,8,3,1
72.2575,0,0.0,0.66,28,3,2
72.2612,2,0.0,0.52,17,3,1
72.2667,2,0.0,0.05,8,3,1
72.2722,2,0.0,0.02,3,3,1
72.2765,0,0.0,1.69,28,3,2
72.281,3,0.0,1.03,22,3,1
72.2867,2,0.0,0.31,25,3,1
72.2912,2,0.0,0.16,6,3,1
72.2954,0,1.8,1.92,34,3,2
72.3007,2,0.0,0.04,1,3,1
72.3049,2,0.0,0.1,15,3,1
72.3089,2,0.0,0.18,10,3,1
72.3138,2,0.0,0.08,11,3,1
72.3198,2,0.0,0.13,8,3,1
72.3234,2,0.0,0.67,49,3,1
72.3278,2,0.0,0.13,8,3,1
72.3335,2,0.0,0.54,13,3,1
72.3383,2,0.0,0.52,30,3,1
73.3461,2,0.0,0.78,47,3,1
73.3537,2,0.0,0.99,17,3,1
73.3611,2,0.0,0.04,3,3,1
73.3666,2,3.6,1.9,21,3,1
73.3718,2,0.0,0.02,3,3,1
73.3808,3,0.0,0.14,6,3,1
73.3882,2,0.0,0.81,9,3,1
73.3955,2,0.0,0.09,3,3,1
73.4042,2,0.0,0.01,2,3,1
73.4129,4,0.0,0.42,18,3,0
73.4241,2,0.0,0.13,10,3,1
73.4321,2,0.0,0.14,8,3,1
73.4382,2,0.0,0.01,2,3,1
73.4464,2,0.0,3.78,78,3,1
73.4541,2,0.0,0.22,23,3,1
73.4631,2,0.0,0.24,12,3,1
73.4714,2,0.0,0.05,6,3,1
73.4763,2,0.0,0.03,1,3,1
73.4837,0,0.0,0.09,28,3,2
73.4887,2,0.0,0.01,2,3,1
73.4948,1,0.0,0.09,16,3,2
73.5016,2,0.0,0.09,9,3,1
73.5074,2,0.0,0.05,9,3,1
73.5123,2,0.0,0.03,2,3,1
73.5187,2,0.0,0.3,5,3,1
73.5245,3,0.0,0.09,21,3,1
73.5302,2,42.5,2.01,33,3,1
73.5357,2,0.0,0.34,24,3,1
73.5423,2,0.0,0.21,8,3,1
73.5478,2,0.0,0.03,2,3,1
73.5542,2,0.0,0.63,60,3,1
73.5611,2,0.0,0.05,5,3,1
73.567,2,0.0,0.73,31,1,1
73.5733,0,0.0,0.32,29,3,2
73.5784,2,0.0,0.26,31,3,1
73.5844,2,0.0,0.38,11,3,1
73.5885,2,0.0,0.0,38,1,1
73.5918,2,0.0,0.01,17,3,1
73.5979,2,0.0,0.13,11,3,1
73.6039,2,0.0,0.3,5,3,1
73.6124,2,0.0,0.44,48,3,1
73.619,2,0.0,0.05,9,3,1
73.626,2,0.0,0.08,11,3,1
73.6308,2,0.0,0.07,24,3,1
73.6472,2,0.0,0.11,7,3,1
73.6635,2,0.0,0.19,2,3,1
73.6757,2,0.0,0.06,8,3,1
73.6839,2,0.0,0.01,17,3,1
73.6928,2,0.0,0.04,3,3,1
73.6985,0,0.0,1.41,29,3,2
73.7027,2,0.0,0.04,4,3,1
73.7073,0,0.0,0.16,29,3,2
73.711,2,0.0,0.41,35,3,1
73.7166,2,0.0,0.01,2,3,1
73.721,2,0.0,0.06,9,1,1
73.726,2,0.0,0.32,20,3,1
73.73,2,0.0,0.19,16,3,1
73.7345,2,0.0,0.08,3,3,1
73.7395,4,0.0,0.2,15,3,0
73.744,2,0.0,0.22,6,3,1
73.7501,2,0.0,0.07,3,3,1
73.7541,2,0.0,0.95,16,1,1
73.759,2,0.0,1.13,46,3,1
73.7628,2,0.0,2.51,27,3,1
73.7691,2,0.0,0.19,7,3,1
73.7733,2,0.0,0.03,4,3,1
73.7774,0,0.0,0.08,14,3,2
73.7828,2,0.0,0.07,8,3,1
73.7885,2,0.0,0.17,30,3,1
73.7929,4,0.0,0.07,3,3,0
73.7984,2,0.0,0.03,3,3,1
73.8032,2,0.0,0.3,12,3,1
73.8083,0,0.0,0.12,44,3,2
73.8129,2,0.0,0.14,11,3,1
73.8179,2,0.0,0.11,8,3,1
73.8235,2,0.0,0.19,26,3,1
73.8302,2,0.0,0.87,17,1,1
73.836,2,0.0,0.04,5,3,1
73.843,2,0.0,0.2,8,3,1
73.8511,2,0.0,0.79,26,3,1
73.8593,2,0.0,0.03,2,3,1
73.8674,3,0.0,0.21,24,3,1
73.8753,2,0.0,0.05,9,3,1
73.8824,0,0.0,0.06,28,3,2
73.8865,0,0.0,1.13,27,3,2
73.8911,2,0.0,0.08,5,3,1
73.8961,2,0.0,0.03,19,3,1
73.9017,2,0.0,0.11,10,3,1
73.907,2,0.0,0.19,10,3,1
73.9138,2,0.0,0.43,5,3,1
73.9213,3,0.0,0.16,21,3,1
73.9265,2,0.0,0.3,13,3,1
73.9335,2,0.0,0.27,8,3,1
73.9381,2,0.0,0.05,2,3,1
73.9433,2,0.0,0.11,11,3,1
73.9492,2,0.0,0.03,20,3,1
73.9536,2,0.0,0.15,53,3,1
73.9582,2,0.0,1.32,40,3,1
73.964,2,47.4,3.68,29,3,0
73.9697,2,0.0,0.07,8,3,1
73.9764,2,0.0,0.19,10,3,1
73.9835,2,0.0,0.24,10,3,1
73.9881,2,0.0,0.38,7,3,1
73.9973,2,0.0,0.65,9,3,1
74.0018,2,0.0,0.12,8,3,1
74.0057,3,0.0,0.73,22,3,1
74.0104,2,0.0,3.12,11,3,1
74.0143,3,9.4,1.37,19,3,1
74.0199,2,0.0,0.09,6,3,1
74.0249,2,0.0,0.11,6,3,1
74.03,2,0.0,0.12,6,3,1
74.0346,2,0.0,0.3,11,3,1
74.0398,0,0.0,0.13,29,3,2
74.0431,2,0.0,1.69,13,3,1
74.0487,2,0.0,2.06,46,3,1
74.0535,2,0.0,0.0,10,3,1
74.0576,2,0.0,0.22,2,3,1
74.0613,2,94.9,0.43,23,3,0
74.0668,2,0.0,0.1,8,3,1
74.0723,0,0.0,0.66,28,3,2
74.0768,2,0.0,0.52,17,3,1
74.0873,2,0.0,0.05,8,3,1
74.0931,2,0.0,0.02,3,3,1
74.0995,0,0.0,1.69,28,3,2
74.1041,3,0.0,1.03,22,3,1
74.1084,2,0.0,0.31,25,3,1
74.113,2,0.0,0.16,6,3,1
74.1209,0,0.0,1.92,32,3,2
74.1259,2,0.0,0.04,1,3,1
74.1313,2,0.0,0.1,14,3,1
74.1371,2,0.0,0.18,10,3,1
74.1407,2,0.0,0.08,11,3,1
74.1452,2,0.0,0.13,6,3,1
74.1499,2,0.0,0.67,49,3,1
74.1537,2,0.0,0.13,8,3,1
74.1569,2,0.0,0.54,11,3,1
74.1611,2,0.0,0.52,30,3,1
75.1769,2,0.0,0.78,45,3,1
75.1843,2,0.0,0.99,15,3,1
75.1931,2,0.0,0.04,1,3,1
75.1995,2,0.9,1.9,21,3,1
75.2083,2,0.0,0.02,3,3,1
75.2157,3,0.0,0.14,6,3,1
75.2209,2,0.0,0.81,9,3,1
75.2259,2,0.0,0.09,3,3,1
