arrival_time,priority_level,cpu_utilization,memory_utilization,num_threads,process_status,target_schedule
30.1613,2,0.0,0.07,2,3,1
30.1694,4,0.0,0.2,15,3,0
30.1744,2,0.0,0.22,6,3,1
30.1794,2,0.0,0.07,3,3,1
30.1842,2,0.0,0.95,16,1,1
30.1882,2,0.0,1.13,46,3,1
30.1932,2,0.0,2.5,27,3,1
30.1985,2,0.0,0.19,7,3,1
30.2028,2,0.0,0.03,4,3,1
30.207,0,0.0,0.08,14,3,2
30.2122,2,0.0,0.07,8,3,1
30.2161,2,0.0,0.15,29,3,1
30.2205,4,0.0,0.07,3,3,0
30.2257,2,0.0,0.03,3,3,1
30.2307,2,0.0,0.3,11,3,1
30.2343,0,0.0,0.12,44,3,2
30.2397,2,0.0,0.14,11,3,1
30.2443,2,0.0,0.11,8,3,1
30.2492,2,0.0,0.2,26,3,1
30.2534,2,0.0,0.87,17,1,1
30.2575,2,0.0,0.04,5,3,1
30.2628,2,0.0,0.2,8,3,1
30.2672,2,0.0,0.77,15,3,1
30.2716,2,0.0,0.03,2,3,1
30.2757,3,0.0,0.21,24,3,1
30.2807,2,0.0,0.05,9,3,1
30.2861,0,0.0,0.06,28,3,2
30.2907,0,0.0,1.16,17,3,2
30.2949,2,0.0,0.08,5,3,1
30.3001,2,0.0,0.03,19,3,1
30.3052,2,0.0,0.11,10,3,1
30.3093,2,0.0,0.19,10,3,1
30.316,2,0.0,0.44,5,3,1
30.3223,3,0.0,0.14,20,3,1
30.3298,2,0.0,0.3,13,3,1
30.3366,2,0.0,0.26,8,3,1
30.3426,2,0.0,0.05,2,3,1
30.3491,2,0.0,0.11,11,3,1
30.3563,2,0.0,0.02,19,3,1
30.3628,2,0.0,0.15,53,3,1
30.3679,2,0.0,1.32,40,3,1
30.3721,2,36.3,3.7,29,3,1
30.3762,2,0.0,0.07,8,3,1
30.3822,2,0.0,0.19,10,3,1
30.3862,2,0.0,0.24,10,3,1
30.3909,2,0.0,0.38,7,3,1
30.3972,2,0.0,0.65,9,3,1
30.4024,2,0.0,0.12,8,3,1
30.407,3,0.0,0.73,22,3,1
30.4126,2,0.0,3.12,11,3,1
30.4186,3,8.9,1.67,19,3,1
30.4242,2,0.0,0.09,6,3,1
30.4299,2,0.0,0.11,6,3,1
30.4353,2,0.0,0.12,6,3,1
30.4399,2,0.0,0.3,11,3,1
30.4442,0,0.0,0.13,29,3,2
30.4495,2,0.0,1.69,13,3,1
30.4547,2,0.0,2.06,45,3,1
30.4587,2,0.0,0.0,10,3,1
30.4653,2,0.0,0.22,2,3,1
30.4706,2,95.6,0.43,23,3,0
30.4742,2,0.0,0.1,8,3,1
30.4798,0,0.0,0.66,28,3,2
30.484,2,0.0,0.52,17,3,1
30.4877,2,0.0,0.05,8,3,1
30.492,2,0.0,0.02,3,3,1
30.4978,0,0.0,1.69,28,3,2
30.5029,3,0.0,1.03,22,3,1
30.5071,2,0.0,0.31,25,3,1
30.5124,2,0.0,0.16,6,3,1
30.5177,0,0.0,1.92,34,3,2
30.5241,2,0.0,0.04,1,3,1
30.5281,2,0.0,0.1,15,3,1
30.5338,2,0.0,0.18,10,3,1
30.5378,2,0.0,0.08,11,3,1
30.5424,2,0.0,0.13,8,3,1
30.5486,2,0.0,0.66,49,3,1
30.5537,2,0.0,0.13,8,3,1
30.5574,2,0.0,0.54,13,3,1
30.5629,2,0.0,0.52,30,3,1
31.5832,2,0.0,0.78,47,3,1
31.5917,2,0.0,0.99,17,3,1
31.5999,2,0.0,0.04,3,3,1
31.6053,2,0.9,1.9,21,3,1
31.6097,2,0.0,0.02,3,3,1
31.6148,3,0.0,0.14,6,3,1
31.6199,2,0.0,0.81,13,3,1
31.6263,2,0.0,0.09,3,3,1
31.6337,2,0.0,0.01,2,3,1
31.643,4,0.0,0.42,18,3,0
31.6532,2,0.0,0.13,10,3,1
31.6616,2,0.0,0.14,8,3,1
31.6688,2,0.0,0.01,2,3,1
31.6795,2,0.0,3.78,78,3,1
31.6891,2,0.0,0.22,23,3,1
31.6956,2,0.0,0.24,13,3,1
31.7028,2,0.0,0.05,6,3,1
31.707,2,0.0,0.03,1,3,1
31.7114,0,0.0,0.09,28,3,2
31.7163,2,0.0,0.01,2,3,1
31.7217,1,0.0,0.09,16,3,2
31.7269,2,0.0,0.09,9,3,1
31.7324,2,0.0,0.05,9,3,1
31.737,2,0.0,0.03,2,3,1
31.7413,2,0.0,0.3,5,3,1
31.7454,3,0.0,0.09,21,3,1
31.7515,2,40.4,1.99,36,3,1
31.7561,2,0.0,0.34,24,3,1
31.7594,2,0.0,0.21,8,3,1
31.7652,2,0.0,0.03,2,3,1
31.7693,2,0.0,0.63,60,3,1
31.7747,2,0.0,0.04,4,3,1
31.7791,2,0.0,0.73,31,1,1
31.7843,0,0.9,0.32,29,3,2
31.7885,2,0.0,0.26,31,3,1
31.7917,2,0.0,0.38,11,3,1
31.7986,2,0.0,0.0,38,1,1
31.8041,2,0.0,0.01,17,3,1
31.8091,2,0.0,0.13,11,3,1
31.8142,2,0.0,0.3,5,3,1
31.8182,2,0.0,0.45,48,3,1
31.824,2,0.0,0.05,9,3,1
31.8284,2,0.0,0.08,11,3,1
31.8343,2,0.0,0.07,24,3,1
31.8413,2,0.0,0.11,7,3,1
31.8484,2,0.0,0.19,2,3,1
31.8545,2,0.0,0.06,8,3,1
31.8611,2,0.0,0.01,17,3,1
31.8678,2,0.0,0.04,3,3,1
31.8746,0,0.0,1.41,29,3,2
31.8825,2,0.0,0.04,4,3,1
31.8889,0,0.0,0.16,29,3,2
31.8955,2,0.0,0.41,37,3,1
31.9009,2,0.0,0.01,2,3,1
31.9059,2,0.0,0.07,9,1,1
31.9124,2,0.0,0.32,20,3,1
31.9179,2,0.0,0.19,18,3,1
31.9223,2,0.0,0.07,2,3,1
31.9275,4,0.0,0.2,15,3,0
31.9326,2,0.0,0.22,6,3,1
31.9366,2,0.0,0.07,3,3,1
31.942,2,0.0,0.95,16,1,1
31.9475,2,0.0,1.13,46,3,1
31.9523,2,0.0,2.5,27,3,1
31.9565,2,0.0,0.19,7,3,1
31.9608,2,0.0,0.03,4,3,1
31.9662,0,0.0,0.08,14,3,2
31.9707,2,0.0,0.07,8,3,1
31.9747,2,0.0,0.17,30,3,1
31.981,4,0.0,0.07,3,3,0
31.9856,2,0.0,0.03,3,3,1
31.9903,2,0.0,0.3,11,3,1
31.9944,0,0.0,0.12,44,3,2
31.9991,2,0.0,0.14,11,3,1
32.0033,2,0.0,0.11,8,3,1
32.0079,2,0.0,0.2,26,3,1
32.0137,2,0.0,0.87,17,1,1
32.0192,2,0.0,0.04,5,3,1
32.0239,2,0.0,0.2,8,3,1
32.03,2,0.0,0.77,15,3,1
32.0355,2,0.0,0.03,2,3,1
32.0398,3,0.0,0.21,24,3,1
32.0443,2,0.0,0.05,9,3,1
32.0495,0,0.0,0.06,28,3,2
32.0545,0,0.0,1.16,17,3,2
32.0576,2,0.0,0.08,5,3,1
32.0644,2,0.0,0.03,19,3,1
32.0693,2,0.0,0.11,10,3,1
32.0741,2,0.0,0.19,10,3,1
32.0791,2,0.0,0.44,5,3,1
32.0836,3,0.9,0.16,21,3,1
32.0877,2,0.0,0.3,13,3,1
32.0923,2,0.0,0.26,8,3,1
32.0972,2,0.0,0.05,2,3,1
32.1011,2,0.0,0.11,11,3,1
32.1052,2,0.0,0.02,19,3,1
32.1103,2,0.0,0.15,53,3,1
32.1159,2,0.0,1.32,40,3,1
32.1215,2,20.7,3.64,29,3,1
32.1257,2,0.0,0.07,8,3,1
32.1309,2,0.0,0.19,10,3,1
32.1354,2,0.0,0.24,10,3,1
32.1407,2,0.0,0.38,7,3,1
32.1471,2,0.0,0.65,9,3,1
32.1524,2,0.0,0.12,8,3,1
32.1593,3,0.0,0.73,22,3,1
32.1651,2,0.0,3.12,11,3,1
32.1724,3,10.6,1.66,19,3,1
32.1776,2,0.0,0.09,6,3,1
32.1847,2,0.0,0.11,6,3,1
32.1894,2,0.0,0.12,6,3,1
32.1945,2,0.0,0.3,11,3,1
32.1993,0,0.0,0.13,29,3,2
32.2025,2,0.0,1.69,13,3,1
32.2066,2,0.9,2.06,45,3,1
32.2113,2,0.0,0.0,10,3,1
32.2171,2,0.0,0.22,2,3,1
32.2217,2,99.1,0.43,23,3,0
32.2263,2,0.0,0.1,8,3,1
32.2315,0,0.0,0.66,28,3,2
32.2354,2,0.0,0.52,17,3,1
32.2394,2,0.0,0.05,8,3,1
32.2446,2,0.0,0.02,3,3,1
32.2494,0,0.0,1.69,28,3,2
32.2537,3,0.0,1.03,22,3,1
32.2574,2,0.0,0.31,25,3,1
32.2633,2,0.0,0.16,6,3,1
32.2682,0,0.0,1.92,34,3,2
32.2725,2,0.0,0.04,1,3,1
32.2777,2,0.0,0.1,15,3,1
32.2832,2,0.0,0.18,10,3,1
32.2872,2,0.0,0.08,11,3,1
32.2907,2,0.0,0.13,8,3,1
32.2959,2,0.0,0.66,49,3,1
32.3004,2,0.0,0.13,8,3,1
32.3045,2,0.0,0.54,13,3,1
32.3081,2,0.0,0.52,30,3,1
33.3218,2,0.0,0.78,47,3,1
33.3291,2,0.0,0.99,17,3,1
33.3357,2,0.0,0.04,3,3,1
33.3433,2,0.0,1.9,21,3,1
33.3507,2,0.0,0.02,3,3,1
33.3601,3,0.0,0.14,6,3,1
33.3688,2,0.0,0.81,13,3,1
33.3773,2,0.0,0.09,3,3,1
33.3873,2,0.0,0.01,2,3,1
33.3964,4,0.0,0.42,18,3,0
33.4023,2,0.0,0.13,10,3,1
33.4066,2,0.0,0.14,8,3,1
33.4122,2,0.0,0.01,2,3,1
33.418,2,0.0,3.78,78,3,1
33.4236,2,0.0,0.22,23,3,1
33.4299,2,0.0,0.24,13,3,1
33.4355,2,0.0,0.05,6,3,1
33.4399,2,0.0,0.03,1,3,1
33.4449,0,0.0,0.09,28,3,2
33.4502,2,0.0,0.01,2,3,1
33.4545,1,0.0,0.09,16,3,2
33.4596,2,0.0,0.09,9,3,1
33.4655,2,0.0,0.05,9,3,1
33.4701,2,0.0,0.03,2,3,1
33.4743,2,0.0,0.3,5,3,1
33.4808,3,0.0,0.09,21,3,1
33.4856,2,42.4,1.99,36,3,1
33.4888,2,0.0,0.34,24,3,1
33.4944,2,0.0,0.21,8,3,1
33.5006,2,0.0,0.03,2,3,1
33.5068,2,0.0,0.63,60,3,1
33.5139,2,0.0,0.04,4,3,1
33.5191,2,0.0,0.73,31,1,1
33.5234,0,0.0,0.32,29,3,2
33.5296,2,0.0,0.26,31,3,1
33.5368,2,0.0,0.38,11,3,1
33.543,2,0.0,0.0,38,1,1
33.5498,2,0.0,0.01,17,3,1
33.5574,2,0.0,0.13,11,3,1
33.5655,2,0.0,0.3,5,3,1
33.572,2,0.0,0.45,48,3,1
33.5776,2,0.0,0.05,9,3,1
33.5819,2,0.0,0.08,11,3,1
33.5868,2,0.0,0.07,24,3,1
33.5911,2,0.0,0.11,7,3,1
33.5961,2,0.0,0.19,2,3,1
33.6016,2,0.0,0.06,8,3,1
33.606,2,0.0,0.01,17,3,1
33.611,2,0.0,0.04,3,3,1
33.6169,0,0.0,1.41,29,3,2
33.6227,2,0.0,0.04,4,3,1
33.6299,0,0.0,0.16,29,3,2
33.6376,2,0.0,0.41,35,3,1
33.6439,2,0.0,0.01,2,3,1
33.6501,2,0.0,0.07,9,1,1
33.6561,2,0.0,0.32,20,3,1
33.6635,2,0.0,0.19,18,3,1
33.67,2,0.0,0.07,2,3,1
33.6776,4,0.0,0.2,15,3,0
33.6852,2,0.0,0.22,6,3,1
33.6908,2,0.0,0.07,3,3,1
33.6962,2,0.0,0.95,16,1,1
33.7009,2,0.0,1.13,46,3,1
33.7049,2,0.0,2.5,27,3,1
33.709,2,0.0,0.19,7,3,1
33.714,2,0.0,0.03,4,3,1
33.7181,0,0.0,0.08,14,3,2
33.7225,2,0.0,0.07,8,3,1
33.7275,2,0.0,0.17,30,3,1
33.7334,4,0.0,0.07,3,3,0
33.7381,2,0.0,0.03,3,3,1
33.7416,2,0.0,0.3,11,3,1
33.747,0,0.0,0.12,44,3,2
33.752,2,0.0,0.14,11,3,1
33.7564,2,0.0,0.11,8,3,1
33.7613,2,0.0,0.19,26,3,1
33.7661,2,0.0,0.87,17,1,1
33.7705,2,0.0,0.04,5,3,1
33.7749,2,0.0,0.2,8,3,1
33.7824,2,0.0,0.77,15,3,1
33.7874,2,0.0,0.03,2,3,1
33.7927,3,0.0,0.21,24,3,1
33.7984,2,0.0,0.05,9,3,1
33.8028,0,0.0,0.06,28,3,2
33.8064,0,0.0,1.16,17,3,2
33.8121,2,0.0,0.08,5,3,1
33.8159,2,0.0,0.03,19,3,1
33.8202,2,0.0,0.11,10,3,1
33.8253,2,0.0,0.19,10,3,1
33.8314,2,0.0,0.44,5,3,1
33.8363,3,0.0,0.16,21,3,1
33.8413,2,0.0,0.3,13,3,1
33.8469,2,0.0,0.26,8,3,1
33.851,2,0.0,0.05,2,3,1
33.8551,2,0.0,0.11,11,3,1
33.8603,2,0.0,0.02,19,3,1
33.8654,2,0.0,0.15,53,3,1
33.871,2,0.0,1.32,40,3,1
33.8761,2,35.4,3.67,29,3,1
33.8818,2,0.0,0.07,8,3,1
33.8863,2,0.0,0.19,10,3,1
33.89,2,0.0,0.24,10,3,1
33.8942,2,0.0,0.38,7,3,1
33.8996,2,0.0,0.65,9,3,1
33.9039,2,0.0,0.12,8,3,1
33.908,3,0.0,0.73,22,3,1
33.9132,2,0.0,3.12,11,3,1
33.9175,3,9.9,1.66,19,3,1
33.9227,2,0.0,0.09,6,3,1
33.9275,2,0.0,0.11,6,3,1
33.9328,2,0.0,0.12,6,3,1
33.9368,2,0.0,0.3,11,3,1
33.941,0,0.0,0.13,29,3,2
33.9463,2,0.0,1.69,13,3,1
33.951,2,0.0,2.06,45,3,1
33.9551,2,0.0,0.0,10,3,1
33.9592,2,0.0,0.22,2,3,1
33.9651,2,97.3,0.43,23,3,0
33.9692,2,0.0,0.1,8,3,1
33.9743,0,0.0,0.66,28,3,2
33.9802,2,0.0,0.52,17,3,1
33.9852,2,0.0,0.05,8,3,1
33.9893,2,0.0,0.02,3,3,1
33.9942,0,0.0,1.69,28,3,2
33.9987,3,0.0,1.03,22,3,1
34.003,2,0.0,0.31,25,3,1
34.0071,2,0.0,0.16,6,3,1
34.012,0,0.0,1.92,34,3,2
34.0171,2,0.0,0.04,1,3,1
34.0226,2,0.0,0.1,15,3,1
34.0283,2,0.0,0.18,10,3,1
34.0331,2,0.0,0.08,11,3,1
34.0382,2,0.0,0.13,8,3,1
34.0432,2,0.0,0.66,49,3,1
34.0481,2,0.0,0.13,8,3,1
34.0543,2,0.0,0.54,13,3,1
34.0591,2,0.0,0.52,30,3,1
35.0699,2,0.0,0.78,47,3,1
35.0767,2,0.0,0.99,17,3,1
35.085,2,0.0,0.04,3,3,1
35.0891,2,2.7,1.9,21,3,1
35.0956,2,0.0,0.02,3,3,1
35.1011,3,0.0,0.14,6,3,1
35.1066,2,0.0,0.81,13,3,1
35.1139,2,0.0,0.09,3,3,1
35.1202,2,0.0,0.01,2,3,1
35.1265,4,0.0,0.42,18,3,0
35.1329,2,0.0,0.13,10,3,1
35.1399,2,0.0,0.14,8,3,1
35.1455,2,0.0,0.01,2,3,1
35.1538,2,1.8,3.78,78,3,1
35.1601,2,0.0,0.22,23,3,1
35.1653,2,0.0,0.24,13,3,1
35.1722,2,0.0,0.05,6,3,1
35.1792,2,0.0,0.03,1,3,1
35.1855,0,0.0,0.09,28,3,2
35.1912,2,0.0,0.01,2,3,1
35.1961,1,0.0,0.09,16,3,2
35.202,2,0.0,0.09,9,3,1
35.2067,2,0.0,0.05,9,3,1
35.2123,2,0.0,0.03,2,3,1
35.2181,2,0.0,0.3,5,3,1
35.2224,3,0.0,0.09,21,3,1
35.2277,2,41.4,1.99,36,3,1
35.2322,2,0.0,0.34,24,3,1
35.2384,2,0.0,0.21,8,3,1
35.2456,2,0.0,0.03,2,3,1
35.2528,2,0.0,0.63,60,3,1
35.26,2,0.0,0.04,4,3,1
35.2671,2,0.0,0.73,31,1,1
35.2738,0,0.0,0.32,29,3,2
35.28,2,0.0,0.26,31,3,1
35.2844,2,0.0,0.38,11,3,1
35.2883,2,0.0,0.0,38,1,1
35.294,2,0.0,0.01,17,3,1
35.2983,2,0.0,0.13,11,3,1
35.3024,2,0.0,0.3,5,3,1
35.3067,2,0.0,0.44,48,3,1
35.3124,2,0.0,0.05,9,3,1
35.3177,2,0.0,0.08,11,3,1
35.3219,2,0.0,0.07,24,3,1
35.3265,2,0.0,0.11,7,3,1
35.3307,2,0.0,0.19,2,3,1
35.3358,2,0.0,0.06,8,3,1
35.34,2,0.0,0.01,17,3,1
35.3441,2,0.0,0.04,3,3,1
35.3496,0,0.9,1.41,29,3,2
35.353,2,0.0,0.04,4,3,1
35.3573,0,0.0,0.16,29,3,2
35.3646,2,0.0,0.41,29,3,1
35.3756,2,0.0,0.01,2,3,1
35.3863,2,0.0,0.07,9,1,1
35.3968,2,0.0,0.32,20,3,1
35.4026,2,0.0,0.19,16,3,1
35.407,2,0.0,0.07,2,3,1
35.4122,4,0.0,0.2,15,3,0
35.4167,2,0.0,0.22,6,3,1
35.4202,2,0.0,0.07,3,3,1
35.4235,2,0.0,0.95,16,1,1
35.4298,2,0.0,1.13,46,3,1
35.4342,2,0.0,2.5,27,3,1
35.4378,2,0.0,0.19,7,3,1
35.4432,2,0.0,0.03,4,3,1
35.4482,0,0.0,0.08,14,3,2
35.4526,2,0.0,0.07,8,3,1
35.4566,2,0.0,0.17,30,3,1
35.4617,4,0.0,0.07,3,3,0
35.4663,2,0.0,0.03,3,3,1
35.4694,2,0.0,0.3,11,3,1
35.4753,0,0.0,0.12,44,3,2
35.4806,2,0.0,0.14,11,3,1
35.4854,2,0.0,0.11,8,3,1
35.4897,2,0.0,0.2,26,3,1
35.4956,2,0.0,0.87,17,1,1
35.4992,2,0.0,0.04,5,3,1
35.5053,2,0.0,0.2,8,3,1
35.5092,2,0.0,0.77,15,3,1
35.5148,2,0.0,0.03,2,3,1
35.5188,3,0.0,0.21,24,3,1
35.5247,2,0.0,0.05,9,3,1
35.53,0,0.0,0.06,28,3,2
35.5348,0,0.0,1.16,17,3,2
35.5401,2,0.0,0.08,5,3,1
35.5462,2,0.0,0.03,19,3,1
35.5528,2,0.0,0.11,10,3,1
35.5582,2,0.0,0.19,10,3,1
35.5625,2,0.0,0.44,5,3,1
35.5669,3,0.0,0.16,21,3,1
35.5716,2,0.0,0.3,13,3,1
35.5778,2,0.0,0.26,8,3,1
35.5849,2,0.0,0.05,2,3,1
35.5902,2,0.0,0.11,11,3,1
35.5952,2,0.0,0.02,19,3,1
35.599,2,0.0,0.15,53,3,1
35.6033,2,0.0,1.32,40,3,1
35.6074,2,29.7,3.67,29,3,1
35.6128,2,0.0,0.07,8,3,1
35.6179,2,0.0,0.19,10,3,1
35.6222,2,0.0,0.24,10,3,1
35.6277,2,0.0,0.38,7,3,1
35.6338,2,0.0,0.65,9,3,1
35.638,2,0.0,0.12,8,3,1
35.6421,3,0.0,0.73,22,3,1
35.6472,2,0.0,3.12,11,3,1
35.6516,3,15.3,1.66,19,3,1
35.6557,2,0.0,0.09,6,3,1
35.6603,2,0.0,0.11,6,3,1
35.6643,2,0.0,0.12,6,3,1
35.6684,2,0.0,0.3,11,3,1
35.673,0,0.0,0.13,29,3,2
35.6784,2,0.0,1.69,13,3,1
35.6834,2,0.0,2.06,45,3,1
35.6874,2,0.0,0.0,10,3,1
35.6925,2,0.0,0.22,2,3,1
35.6976,2,95.5,0.43,23,3,0
35.703,2,0.0,0.1,8,3,1
35.7079,0,0.0,0.66,28,3,2
35.713,2,0.0,0.52,17,3,1
35.719,2,0.0,0.05,8,3,1
35.7289,2,0.0,0.02,3,3,1
35.7343,0,0.0,1.69,28,3,2
35.739,3,0.0,1.03,22,3,1
35.7435,2,0.0,0.31,25,3,1
35.7484,2,0.0,0.16,6,3,1
35.7525,0,0.0,1.92,34,3,2
35.7559,2,0.0,0.04,1,3,1
35.7611,2,0.0,0.1,15,3,1
35.7652,2,0.0,0.18,10,3,1
35.7701,2,0.0,0.08,11,3,1
35.7755,2,0.0,0.13,8,3,1
35.7808,2,0.9,0.66,49,3,1
35.7862,2,0.0,0.13,8,3,1
35.7904,2,0.0,0.54,13,3,1
35.7948,2,0.0,0.52,30,3,1
36.803,2,0.0,0.78,47,3,1
36.811,2,0.0,0.99,17,3,1
36.8185,2,0.0,0.04,3,3,1
36.827,2,0.9,1.9,21,3,1
36.8321,2,0.0,0.02,3,3,1
36.8389,3,0.0,0.14,6,3,1
36.8444,2,0.0,0.81,13,3,1
36.8507,2,0.0,0.09,3,3,1
36.8563,2,0.0,0.01,2,3,1
36.8622,4,0.0,0.42,18,3,0
36.8673,2,0.0,0.13,10,3,1
36.8738,2,0.0,0.14,8,3,1
36.8806,2,0.0,0.01,2,3,1
36.8883,2,0.0,3.78,78,3,1
36.8961,2,0.0,0.22,23,3,1
36.9022,2,0.0,0.24,13,3,1
36.9085,2,0.0,0.05,6,3,1
36.9148,2,0.0,0.03,1,3,1
36.9214,0,0.0,0.09,28,3,2
36.9293,2,0.0,0.01,2,3,1
36.9358,1,0.0,0.09,16,3,2
36.94,2,0.0,0.09,9,3,1
36.9464,2,0.0,0.05,9,3,1
36.9534,2,0.0,0.03,2,3,1
36.9595,2,0.0,0.3,5,3,1
36.9667,3,0.0,0.09,21,3,1
36.9716,2,42.0,1.99,36,3,1
36.9768,2,0.0,0.34,24,3,1
36.9823,2,0.0,0.21,8,3,1
36.9873,2,0.0,0.03,2,3,1
36.9933,2,0.0,0.63,60,3,1
36.9982,2,0.0,0.04,4,3,1
37.0019,2,0.0,0.73,31,1,1
37.0065,0,0.0,0.32,29,3,2
37.0123,2,0.0,0.26,31,3,1
37.018,2,0.0,0.38,11,3,1
37.0239,2,0.0,0.0,38,1,1
37.0305,2,0.0,0.01,17,3,1
37.0368,2,0.0,0.13,11,3,1
37.0431,2,0.0,0.3,5,3,1
37.0487,2,0.0,0.44,48,3,1
37.0557,2,0.0,0.05,9,3,1
37.0614,2,0.0,0.08,11,3,1
37.066,2,0.0,0.07,24,3,1
37.0699,2,0.0,0.11,7,3,1
37.0759,2,0.0,0.19,2,3,1
37.0819,2,0.0,0.06,8,3,1
37.0867,2,0.0,0.01,17,3,1
37.0921,2,0.0,0.04,3,3,1
37.0985,0,0.0,1.41,29,3,2
37.1037,2,0.0,0.04,4,3,1
37.1071,0,0.0,0.16,29,3,2
37.1122,2,0.0,0.41,29,3,1
37.1172,2,0.0,0.01,2,3,1
37.122,2,0.0,0.07,9,1,1
37.1279,2,0.0,0.32,20,3,1
37.1327,2,0.0,0.19,16,3,1
37.1372,2,0.0,0.07,2,3,1
37.1414,4,0.0,0.2,15,3,0
37.1471,2,0.0,0.22,6,3,1
37.1516,2,0.0,0.07,3,3,1
37.1548,2,0.0,0.95,16,1,1
37.16,2,0.0,1.13,46,3,1
37.1647,2,0.0,2.5,27,3,1
37.17,2,0.0,0.19,7,3,1
37.1745,2,0.0,0.03,4,3,1
37.1801,0,0.0,0.08,14,3,2
37.184,2,0.0,0.07,8,3,1
37.1881,2,0.0,0.17,30,3,1
37.1929,4,0.0,0.07,3,3,0
37.1973,2,0.0,0.03,3,3,1
37.2018,2,0.0,0.3,11,3,1
37.2058,0,0.0,0.12,44,3,2
37.21,2,0.0,0.14,11,3,1
37.2146,2,0.0,0.11,8,3,1
37.2197,2,0.0,0.19,26,3,1
37.2245,2,0.0,0.87,17,1,1
37.2303,2,0.0,0.04,5,3,1
37.2349,2,0.0,0.2,8,3,1
37.239,2,0.0,0.77,15,3,1
37.2451,2,0.0,0.03,2,3,1
37.2496,3,0.0,0.21,24,3,1
37.2537,2,0.0,0.05,9,3,1
37.2586,0,0.0,0.06,28,3,2
37.2638,0,0.0,1.16,17,3,2
37.2694,2,0.0,0.08,5,3,1
37.2756,2,0.0,0.03,19,3,1
37.2821,2,0.0,0.11,10,3,1
37.2866,2,0.0,0.19,10,3,1
37.2929,2,0.0,0.44,5,3,1
37.2993,3,0.0,0.16,21,3,1
37.3028,2,0.0,0.3,13,3,1
37.3077,2,0.0,0.26,8,3,1
37.3138,2,0.0,0.05,2,3,1
37.3188,2,0.0,0.11,11,3,1
37.3258,2,0.0,0.03,20,3,1
37.3322,2,0.0,0.15,53,3,1
37.3371,2,0.0,1.32,40,3,1
37.3423,2,19.8,3.64,29,3,1
37.3478,2,0.0,0.07,8,3,1
37.3529,2,0.0,0.19,10,3,1
37.358,2,0.0,0.24,10,3,1
37.3637,2,0.0,0.38,7,3,1
37.3699,2,0.0,0.65,9,3,1
37.3761,2,0.0,0.12,8,3,1
37.3833,3,0.0,0.73,22,3,1
37.3874,2,0.0,3.12,11,3,1
37.3931,3,10.7,1.49,19,3,1
37.3976,2,0.0,0.09,6,3,1
37.403,2,0.0,0.11,6,3,1
37.407,2,0.0,0.12,6,3,1
37.4121,2,0.0,0.3,11,3,1
37.4166,0,0.0,0.13,29,3,2
37.4215,2,0.0,1.69,13,3,1
37.4257,2,0.0,2.06,45,3,1
37.4307,2,0.0,0.0,10,3,1
37.4354,2,0.0,0.22,2,3,1
37.4394,2,97.3,0.43,23,3,0
37.4447,2,0.0,0.1,8,3,1
37.4507,0,0.0,0.66,28,3,2
37.4562,2,0.0,0.52,17,3,1
37.4609,2,0.0,0.05,8,3,1
37.4654,2,0.0,0.02,3,3,1
37.47,0,0.0,1.69,28,3,2
37.4733,3,0.0,1.03,22,3,1
37.4796,2,0.0,0.31,25,3,1
37.484,2,0.0,0.16,6,3,1
37.4894,0,0.9,1.92,34,3,2
37.4941,2,0.0,0.04,1,3,1
37.4983,2,0.0,0.1,15,3,1
37.5026,2,0.0,0.18,10,3,1
37.5067,2,0.0,0.08,11,3,1
37.5119,2,0.0,0.13,8,3,1
37.515,2,0.0,0.66,49,3,1
37.5191,2,0.0,0.13,8,3,1
37.5249,2,0.0,0.54,13,3,1
37.5309,2,0.0,0.52,30,3,1
38.546,2,0.0,0.78,47,3,1
38.5548,2,0.0,0.99,17,3,1
38.562,2,0.0,0.04,3,3,1
38.568,2,1.8,1.9,21,3,1
38.5761,2,0.0,0.02,3,3,1
38.5835,3,0.0,0.14,6,3,1
38.5927,2,0.0,0.81,13,3,1
38.6008,2,0.0,0.09,3,3,1
38.6094,2,0.0,0.01,2,3,1
38.6173,4,0.0,0.42,18,3,0
38.6247,2,0.0,0.13,10,3,1
38.6307,2,0.0,0.14,8,3,1
38.6375,2,0.0,0.01,2,3,1
38.6428,2,0.9,3.78,78,3,1
38.6488,2,0.0,0.22,23,3,1
38.6534,2,0.0,0.24,13,3,1
38.6574,2,0.0,0.05,6,3,1
38.662,2,0.0,0.03,1,3,1
38.667,0,0.0,0.09,28,3,2
38.671,2,0.0,0.01,2,3,1
38.6763,1,0.0,0.09,16,3,2
38.6809,2,0.0,0.09,9,3,1
38.6852,2,0.0,0.05,9,3,1
38.6916,2,0.0,0.03,2,3,1
38.6969,2,0.0,0.3,5,3,1
38.7013,3,0.0,0.09,21,3,1
38.7054,2,38.7,1.99,36,3,1
38.7094,2,0.0,0.34,24,3,1
38.7151,2,0.0,0.21,8,3,1
38.7201,2,0.0,0.03,2,3,1
38.7252,2,0.0,0.63,60,3,1
38.7306,2,0.0,0.04,4,3,1
38.735,2,0.0,0.73,31,1,1
38.739,0,0.0,0.32,29,3,2
38.7435,2,0.0,0.26,31,3,1
38.7479,2,0.0,0.38,11,3,1
38.7524,2,0.0,0.0,38,1,1
38.7564,2,0.0,0.01,17,3,1
38.7624,2,0.0,0.13,11,3,1
38.767,2,0.0,0.3,5,3,1
